Rank,Rider,Club Name,Points,RiderID,ClubID,Region,Year,Sex,Cat,Page
137,Ryan Machin,Crawley Wheelers,6,315652,861,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=315652&year=2017&d=4
137,David Morgan,Pretorius Bikes,6,463961,6246,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=463961&year=2017&d=4
137,Adam Nice,London Dynamo,6,424603,3105,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=424603&year=2017&d=4
137,Wilfred Sinclair,VC Londres,6,1550,1390,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=1550&year=2017&d=4
137,Jack Smith,Brighton Mitre CC,6,40747,2755,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=40747&year=2017&d=4
137,Melis van den Berg,Brixton Cycles Club,6,349554,806,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=349554&year=2017&d=4
156,George Aldridge,Army Cycling Union,5,614513,2388,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=614513&year=2017&d=4
156,David Bone,Racing Club Ravenna,5,525858,7916,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=525858&year=2017&d=4
156,Adam Daniel,,5,182967,,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=182967&year=2017&d=4
156,Malcolm Davies,Dulwich Paragon CC,5,402334,1710,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=402334&year=2017&d=4
156,Christian Faires,Blazing Saddles Cycles,5,326277,2181,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=326277&year=2017&d=4
156,Andreas Feuersinger,Pearson Cycling Club,5,439240,767,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=439240&year=2017&d=4
156,Andrew Hill,VC Deal,5,265204,1494,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=265204&year=2017&d=4
156,Sherman Hodge,,5,690057,,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=690057&year=2017&d=4
156,Harry Horsman,VC Londres,5,206564,1390,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=206564&year=2017&d=4
156,Thomas Jones,Southborough & District Whls,5,686376,2825,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=686376&year=2017&d=4
156,Ryan Keynes,Odiham Cycling Club,5,3714,6607,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=3714&year=2017&d=4
156,Simon Laws,VC Meudon,5,136646,101,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=136646&year=2017&d=4
156,Ross Millard,Brixton Cycles Club,5,411434,806,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=411434&year=2017&d=4
156,Darren Montgomery,WyndyMilla,5,340766,2245,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=340766&year=2017&d=4
156,Dale Moran,WyndyMilla,5,180614,2245,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=180614&year=2017&d=4
156,Lee Pearce,Addiscombe CC,5,526267,3360,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=526267&year=2017&d=4
156,Alex Smith,PB Cycle Coaching Racing Team,5,397328,6720,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=397328&year=2017&d=4
156,Benjamin Tappenden,In Gear Quickvit CC,5,654528,827,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=654528&year=2017&d=4
156,Will Taylor,Brighton Mitre CC,5,466489,2755,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=466489&year=2017&d=4
156,Robert Thatcher,Southborough & District Whls,5,109225,2825,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=109225&year=2017&d=4
156,Nicholas Wilkinson,Dulwich Paragon CC,5,26606,1710,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=26606&year=2017&d=4
177,Adam Barrett,URDT ,4,408642,8014,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=408642&year=2017&d=4
177,Stanimir Bolyarov,Bulvelo Cycling Club,4,430136,7257,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=430136&year=2017&d=4
177,Sean Bridgeman,VC Londres,4,298665,1390,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=298665&year=2017&d=4
177,Thomas Burnett,VC Londres,4,75613,1390,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=75613&year=2017&d=4
177,Robbie Collison,Cranleigh Cycling Club,4,297692,6420,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=297692&year=2017&d=4
177,John Cordner,trainSharp Club,4,186229,6627,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=186229&year=2017&d=4
177,Neil Couchman,Southborough & District Whls,4,260273,2825,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=260273&year=2017&d=4
177,Benjamin Cross,Rapha Cycling Club,4,317176,2858,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=317176&year=2017&d=4
177,James Drain,Gemini BC,4,22801,1728,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=22801&year=2017&d=4
177,Iain Duncan,Crawley Wheelers,4,39250,861,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=39250&year=2017&d=4
177,Charles Kimble,VC Londres,4,277108,1390,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=277108&year=2017&d=4
177,Ben Mears,Dulwich Paragon CC,4,308972,1710,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=308972&year=2017&d=4
177,Joseph Mulligan,VC Londres,4,178827,1390,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=178827&year=2017&d=4
177,Richard Poynter,TBW Bottecchia Wigmore RT,4,256412,6566,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=256412&year=2017&d=4
177,Christopher Procter,Southborough & District Whls,4,270777,2825,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=270777&year=2017&d=4
177,Liam Roberts,Woking Cycling Club,4,231058,6541,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=231058&year=2017&d=4
177,Steven Smith,Medway Velo,4,12854,726,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=12854&year=2017&d=4
177,Stephen Sorba,Dulwich Paragon CC,4,13576,1710,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=13576&year=2017&d=4
177,Myles Williams,PMR@Toachim House,4,276979,6040,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=276979&year=2017&d=4
196,Richard Beadle,London Dynamo,3,176797,3105,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=176797&year=2017&d=4
196,Tony Boness,Blazing Saddles Cycles,3,477845,2181,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=477845&year=2017&d=4
196,Iain Campbell,VC Londres,3,388231,1390,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=388231&year=2017&d=4
196,Peter Cole,Team Boutique,3,450637,7623,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=450637&year=2017&d=4
196,Thomas Collins,University of Bath Cycling Club,3,538057,2007,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=538057&year=2017&d=4
196,Guy Etherton,Bayeux Cycling Team,3,48184,3541,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=48184&year=2017&d=4
196,Oliver Gray,Generation Press CC,3,562629,7719,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=562629&year=2017&d=4
196,Aaron Hartley,Worthing Excelsior CC,3,548041,2322,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=548041&year=2017&d=4
196,Philip Hersey,Eagle RC,3,478,1674,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=478&year=2017&d=4
196,Mark Hine,Brixton Cycles Club,3,624844,806,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=624844&year=2017&d=4
196,Frazer Hopwood,Royal Air Force CA,3,577698,1166,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=577698&year=2017&d=4
196,Simon Jordan,WyndyMilla,3,42498,2245,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=42498&year=2017&d=4
196,Ian Leeding,Norwood Paragon CC,3,20965,1872,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=20965&year=2017&d=4
196,Graham Little,Dulwich Paragon CC,3,18354,1710,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=18354&year=2017&d=4
196,Darren Marshall,Kingston Wheelers CC,3,222912,1082,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=222912&year=2017&d=4
196,Simon Mitchell,The Cycle Room,3,213575,7922,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=213575&year=2017&d=4
196,Graham O'Regan,Paceline RT,3,342558,7036,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=342558&year=2017&d=4
196,Ayrton Pope,Paceline RT,3,531863,7036,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=531863&year=2017&d=4
196,Robert Quin,Brighton Mitre CC,3,129463,2755,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=129463&year=2017&d=4
196,Henry Stewart,Clapham Chasers Run & Tri Club,3,588041,6997,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=588041&year=2017&d=4
196,James Street,CC London,3,661556,6341,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=661556&year=2017&d=4
196,Mark Tonge,Kingston Wheelers CC,3,379794,1082,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=379794&year=2017&d=4
196,Oliver Wise,Solent Pirates,3,332844,6309,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=332844&year=2017&d=4
196,Charlie Woodall,Big Boys Bicycle Club,3,232817,7508,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=232817&year=2017&d=4
196,Jesse Yates,In Gear Quickvit CC,3,239080,827,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=239080&year=2017&d=4
221,Simon Bell,4T+ Velo Club,2,16129,6041,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=16129&year=2017&d=4
221,Tim Blackmore,Southdown Velo,2,566683,3132,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=566683&year=2017&d=4
221,Ben Briffett,Blazing Saddles Road Cycling Club,2,327115,6531,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=327115&year=2017&d=4
221,Dorin Cam,Retro RT,2,649978,8035,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=649978&year=2017&d=4
221,Will Cooper,Hargroves-Ridley-Montezuma's,2,187794,2482,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=187794&year=2017&d=4
221,Alexander Cornwell,Direct Power Cycling Team,2,657792,8016,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=657792&year=2017&d=4
221,Chris Dunstan,Brighton Excelsior CC,2,556300,3702,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=556300&year=2017&d=4
221,Martin Edmonds,Brighton Mitre CC,2,183735,2755,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=183735&year=2017&d=4
221,Jon Fry,Horsham Cycling,2,125252,2281,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=125252&year=2017&d=4
221,Myles Gatherer,Chevaliers,2,549335,6568,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=549335&year=2017&d=4
221,Max Geddes,London Velo Cafe Cycling Club,2,531270,7874,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=531270&year=2017&d=4
221,Robert Hardwick,Dorking Cycling Club,2,655818,6200,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=655818&year=2017&d=4
221,Mario Manelfi,Blazing Saddles Cycles,2,65813,2181,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=65813&year=2017&d=4
221,Duncan Murdoch,Norwood Paragon CC,2,18983,1872,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=18983&year=2017&d=4
221,Mark Oldfield,4T+ Velo Club,2,440880,6041,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=440880&year=2017&d=4
221,Alan Spurden,Chelmer CC,2,104202,1832,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=104202&year=2017&d=4
221,Pjotrs Suhovs,London Dynamo,2,473701,3105,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=473701&year=2017&d=4
221,Magnus Wills,Dulwich Paragon CC,2,308074,1710,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=308074&year=2017&d=4
221,Robert Zietal,Crawley Wheelers,2,526086,861,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=526086&year=2017&d=4
240,John Aston,Generation Press CC,1,102932,7719,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=102932&year=2017&d=4
240,Alexander Beyfus,Sussex Nomads CC,1,118456,2231,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=118456&year=2017&d=4
240,Connor Billings,Addiscombe CC,1,325419,3360,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=325419&year=2017&d=4
240,Tim Bishop,Maison Du Velo-Storck Bikes UK,1,431562,6725,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=431562&year=2017&d=4
240,Edgar Buckley,De Laune CC,1,233018,2780,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=233018&year=2017&d=4
240,Nick Busst,Dulwich Paragon CC,1,53620,1710,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=53620&year=2017&d=4
240,Toby Chapman,,1,280818,,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=280818&year=2017&d=4
240,Ralph de Kanter,Norwood Paragon CC,1,108693,1872,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=108693&year=2017&d=4
240,Andrew Greaves,Brixton Cycles Club,1,280969,806,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=280969&year=2017&d=4
240,Colin Gunn,Paceline RT,1,136330,7036,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=136330&year=2017&d=4
240,Nicholas Hale,Farnborough & Camberley CC,1,380398,284,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=380398&year=2017&d=4
240,Toby Hammond,Thanet RC Race Team,1,426523,6824,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=426523&year=2017&d=4
240,Ryan Harris,Redhill CC,1,605010,2432,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=605010&year=2017&d=4
240,Paul Ingram,Sussex Revolution Velo Club,1,108306,7021,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=108306&year=2017&d=4
240,Mason Kent,Woolwich CC,1,531417,3035,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=531417&year=2017&d=4
240,Jack Kitching,Durham University Cycling Club,1,650132,678,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=650132&year=2017&d=4
240,Kevin Knowles,Rapha Cycling Club,1,534772,2858,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=534772&year=2017&d=4
240,Chris Lockyer,,1,3917,,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=3917&year=2017&d=4
240,Lee Messenger,San Fairy Ann CC,1,248762,2774,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=248762&year=2017&d=4
240,Tim Moody,Addiscombe CC,1,228230,3360,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=228230&year=2017&d=4
240,Richard Moult,Brighton Mitre CC,1,335910,2755,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=335910&year=2017&d=4
240,Steven Noake,Sussex Nomads CC,1,448451,2231,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=448451&year=2017&d=4
240,Chris Parker,VCGH,1,284223,1311,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=284223&year=2017&d=4
240,Jon Pearce,Club Grappa,1,541736,7287,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=541736&year=2017&d=4
240,Jonathon Puleston-Jones,Dulwich Paragon CC,1,203517,1710,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=203517&year=2017&d=4
240,Andrew Rigg,La Fuga.CC,1,19928,663,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=19928&year=2017&d=4
240,Gary Schroeder,Handsling Racing,1,453152,5122,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=453152&year=2017&d=4
240,Mark Smith,Crawley Wheelers,1,13354,861,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=13354&year=2017&d=4
240,Alfie Smith,Brixton Cycles Club,1,645230,806,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=645230&year=2017&d=4
240,David Smith,Paceline RT,1,305757,7036,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=305757&year=2017&d=4
240,Olly Stevens,Southborough & District Whls,1,136753,2825,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=136753&year=2017&d=4
240,Sam Walters,Paceline RT,1,673749,7036,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=673749&year=2017&d=4
240,David Willis,Kingston Wheelers CC,1,331858,1082,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=331858&year=2017&d=4
240,Andrew Witham,Sussex Revolution Velo Club,1,173923,7021,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=173923&year=2017&d=4
240,Michael Woodhead,Army Cycling Union,1,566089,2388,South East,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=566089&year=2017&d=4
1,Joseph Beckingsale,Abergavenny Road Club,35,48781,2343,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=48781&year=2017&d=4
2,Tom Silcox,Cardiff Ajax CC,34,327865,699,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=327865&year=2017&d=4
3,Matthew Hanford,Bynea CC,32,537604,3254,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=537604&year=2017&d=4
3,David Jarrom,Cardiff Ajax CC,32,35806,699,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=35806&year=2017&d=4
5,Paul Doody,VELOFLOW CC,29,349409,7918,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=349409&year=2017&d=4
6,Twm Bryn,Marsh Tracks Race Team,27,133671,6101,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=133671&year=2017&d=4
7,Morgan Jones,Cwmcarn Paragon Cycle Club,26,457748,2268,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=457748&year=2017&d=4
7,Matt Limacher,KTM Impsport RT,26,3082,7562,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=3082&year=2017&d=4
7,Edward Morgan,Bynea CC,26,506609,3254,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=506609&year=2017&d=4
10,David Povall,Cwmcarn Paragon Cycle Club,25,13419,2268,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=13419&year=2017&d=4
11,Gerallt Allen,Marsh Tracks Race Team,21,116054,6101,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=116054&year=2017&d=4
12,Samuel Reakes,Bynea CC,19,537722,3254,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=537722&year=2017&d=4
13,Marc Colclough,KTM Impsport RT,18,168205,7562,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=168205&year=2017&d=4
14,Dan Rowett,Synergy Cycles,17,195563,7242,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=195563&year=2017&d=4
15,Neil Lewis,VELOFLOW CC,16,411019,7918,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=411019&year=2017&d=4
16,Delbert Delaronde,Cardiff JIF,15,13322,7,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=13322&year=2017&d=4
17,Daniel Blain,TRCC (Towy Racing Cycle Club),14,655067,4282,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=655067&year=2017&d=4
17,Nathan Leaves,NFTO Race Club,14,309491,6048,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=309491&year=2017&d=4
17,Mike Morris,NFTO Race Club,14,284813,6048,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=284813&year=2017&d=4
17,Adam Tempest,Pontypool RCC,14,135270,2533,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=135270&year=2017&d=4
17,Thomas Webb,Bike Doctor,14,529705,6344,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=529705&year=2017&d=4
22,Daniel Fox,Cwmcarn Paragon Cycle Club,13,478260,2268,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=478260&year=2017&d=4
22,Joe Peatson,Ely Race Club,13,528603,7856,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=528603&year=2017&d=4
24,Christopher Davies,Forza Cycles Racing Team,12,315170,446,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=315170&year=2017&d=4
24,Simon Price,Graham Weigh Racing,12,17335,1069,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=17335&year=2017&d=4
24,Danny Roberts,Ynys Mon Race Team,12,537159,7531,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=537159&year=2017&d=4
24,Steven Williams,Bynea CC,12,318023,3254,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=318023&year=2017&d=4
24,Matthew Williams,Cardiff Ajax CC,12,193859,699,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=193859&year=2017&d=4
29,Nathan Taylor,,11,22023,,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=22023&year=2017&d=4
30,Tomos Absalom,Cardiff JIF,10,73526,7,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=73526&year=2017&d=4
30,Kristian Bond,Ystwyth Cycling Club,10,200021,1148,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=200021&year=2017&d=4
30,Adam Cole,Pontypool RCC,10,409482,2533,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=409482&year=2017&d=4
30,Darryl Protheroe-Thomas,VELOFLOW CC,10,651319,7918,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=651319&year=2017&d=4
34,Chris Roberts,Hafren CC,9,302422,5342,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=302422&year=2017&d=4
35,Jake Bailey,Cardiff Ajax CC,8,543087,699,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=543087&year=2017&d=4
35,Andy Davies,Cardiff JIF,8,173693,7,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=173693&year=2017&d=4
35,Andy Dryburgh,Monmouthshire Wheelers,8,327566,6369,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=327566&year=2017&d=4
38,Jonathan Bater,Cycle Specific CC,7,524829,7780,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=524829&year=2017&d=4
38,Liam Harris,Cwmcarn Paragon Cycle Club,7,260079,2268,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=260079&year=2017&d=4
38,Byron Hooper,Cwmcarn Paragon Cycle Club,7,339304,2268,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=339304&year=2017&d=4
38,Richard Lawrence,Pontypool RCC,7,39977,2533,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=39977&year=2017&d=4
38,Gareth Sanger,Wrexham Roads Club,7,217051,2202,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=217051&year=2017&d=4
43,Ian Bendall,Forza Cycles Racing Team,6,2052,446,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=2052&year=2017&d=4
43,Neil Burns,Onit Cycle,6,395505,6143,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=395505&year=2017&d=4
43,Richard Eakins,EDCO Continental ,6,252787,7846,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=252787&year=2017&d=4
43,Alan Forrester,Graham Weigh Racing,6,139192,1069,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=139192&year=2017&d=4
43,Richard Gambling,VELOFLOW CC,6,62098,7918,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=62098&year=2017&d=4
43,Jonty Gordon,Clwb Beicio Egni,6,544254,117,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=544254&year=2017&d=4
43,Dean Jones,Tap It Out Cycle Club,6,562140,6803,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=562140&year=2017&d=4
43,Jason Ryan,Pontypool RCC,6,646651,2533,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=646651&year=2017&d=4
43,Ian Sutcliffe,,6,67122,,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=67122&year=2017&d=4
43,Jonathon Taylor,Pontypool RCC,6,39108,2533,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=39108&year=2017&d=4
43,Philip Thomas,Hafren CC,6,281398,5342,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=281398&year=2017&d=4
43,Tony Trigg,Cardiff JIF,6,42893,7,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=42893&year=2017&d=4
43,Russell White,Forza Cycles Racing Team,6,17141,446,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=17141&year=2017&d=4
43,Dave Williams,Ynys Mon Race Team,6,548847,7531,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=548847&year=2017&d=4
57,Jonno Carroll,Paramount CRT,5,456650,1037,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=456650&year=2017&d=4
57,James Davy,Pontypool RCC,5,629634,2533,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=629634&year=2017&d=4
57,Dewi Gibbon,Cardiff JIF,5,607102,7,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=607102&year=2017&d=4
57,Joshua Guy,,5,685850,,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=685850&year=2017&d=4
57,Bevan Humphreys,Forza Cycles Racing Team,5,106809,446,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=106809&year=2017&d=4
57,Guy Rees,Bynea CC,5,562034,3254,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=562034&year=2017&d=4
57,Leighton Steer,Pontypool RCC,5,616387,2533,Wales,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=616387&year=2017&d=4
