Rank,Rider,Club Name,Points,RiderID,ClubID,Region,Year,Sex,Cat,Page
1,Matt Witts,Ride 24/7,189,191214,1988,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=191214&year=2016&d=4
2,Matthew Woods,Performance Cycles,179,45002,4902,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=45002&year=2016&d=4
3,Matthew Downie,Eden Veranda Racing,160,409153,6926,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=409153&year=2016&d=4
4,Ashley Hutchison,VC St Raphael,159,44139,2933,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=44139&year=2016&d=4
5,Colin Parry,Ride 24/7,137,70421,1988,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=70421&year=2016&d=4
6,Jack Freeman,VC Meudon,128,238511,101,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=238511&year=2016&d=4
7,Edward Hatfield,Primera-TeamJobs,126,318463,6131,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=318463&year=2016&d=4
8,Neil Rutter,Cotswold Veldrijden,120,57212,6274,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=57212&year=2016&d=4
9,Frank Kilsby,VC St Raphael,115,234571,2933,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=234571&year=2016&d=4
9,Martin Smith,Dream Cycling Race Team,115,59989,1831,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=59989&year=2016&d=4
11,Simon Brooks,VC St Raphael,113,65863,2933,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=65863&year=2016&d=4
12,Matthew Cox,Giant Cycling Club - Halo Films,111,224806,2977,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=224806&year=2016&d=4
13,Lewis Martin,Eden Veranda Racing,100,256084,6926,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=256084&year=2016&d=4
14,Patryk Rucki,Skinline Race Club,94,332366,7311,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=332366&year=2016&d=4
15,Matthew Franklin,Bristol RC,89,118969,3499,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=118969&year=2016&d=4
16,Jamie Penton,Dream Cycling Race Team,85,248532,1831,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=248532&year=2016&d=4
17,Jacob Pilkington,Performance Cycles,83,430284,4902,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=430284&year=2016&d=4
18,John Russell,T1Diabetes.info,79,51602,6441,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=51602&year=2016&d=4
19,Rory Gilling,Velo Club Montpellier,77,137041,45,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=137041&year=2016&d=4
20,Daniel McKimm,Neon-Velo Cycling Team,76,54725,6022,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=54725&year=2016&d=4
21,Ben Strain,Radeon-Bike Science RT,75,309327,6468,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=309327&year=2016&d=4
22,Thomas Grigson,Radeon-Bike Science RT,74,257278,6468,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=257278&year=2016&d=4
22,Simon Ker,Bath Cycling Club,74,7357,2327,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=7357&year=2016&d=4
24,Jamie Wilkins,Veloton Team,73,199057,6896,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=199057&year=2016&d=4
25,Malcolm Dixon,Dream Cycling Race Team,62,55651,1831,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=55651&year=2016&d=4
26,Grant Bayton,Ride 24/7,61,50432,1988,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=50432&year=2016&d=4
26,Jay Eastwood,Primera-TeamJobs,61,42747,6131,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=42747&year=2016&d=4
26,Gary Sheppard,Bath Cycling Club,61,234989,2327,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=234989&year=2016&d=4
29,Luke Barfoot,Tri UK,55,352334,6931,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=352334&year=2016&d=4
29,Christopher Davis,Giant Cycling Club - Halo Films,55,14448,2977,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=14448&year=2016&d=4
31,Jake Hollins,Canyon UK,52,308432,7552,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=308432&year=2016&d=4
32,Simon Jodrell,HR Owen Maserati RT,47,308105,7494,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=308105&year=2016&d=4
33,Ben Scott-Munden,Sotonia CC,42,326390,3478,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=326390&year=2016&d=4
34,Leon Stoneman,Army Cycling Race Team (ACRT),41,255080,2885,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=255080&year=2016&d=4
35,Adrian Lawson,Cycology Sunwise,40,103723,6752,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=103723&year=2016&d=4
35,Scott Michaels,Southampton University RC,40,307198,828,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=307198&year=2016&d=4
37,Matthew Allsopp,"Wightlink,LCM Systems Cycle RT",39,284658,1408,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=284658&year=2016&d=4
38,John Carter,Radeon-Bike Science RT,38,313181,6468,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=313181&year=2016&d=4
38,Michael Ford,VC St Raphael,38,245248,2933,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=245248&year=2016&d=4
38,Brian O'Kelly,Bristol RC,38,29059,3499,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=29059&year=2016&d=4
38,Ryan Witchell,Radeon-Bike Science RT,38,188526,6468,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=188526&year=2016&d=4
42,James Bevan,Army Cycling Race Team (ACRT),36,191217,2885,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=191217&year=2016&d=4
42,Tom Morris,Portsmouth North End CC,36,247969,3158,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=247969&year=2016&d=4
44,Andrew Pickett,Eden Veranda Racing,35,286129,6926,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=286129&year=2016&d=4
45,Philip Peters,Hosté TAAP Storck,34,40801,7583,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=40801&year=2016&d=4
46,Matthew Griffin,Cycology Sunwise,33,17908,6752,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=17908&year=2016&d=4
46,Jack Mattock,Giant Cycling Club - Halo Films,33,167411,2977,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=167411&year=2016&d=4
48,Andrew Carter,Cycleworks.co.uk,32,133665,2408,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=133665&year=2016&d=4
48,Alex Collins,Fareham Wheelers Cycling Club,32,250733,3204,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=250733&year=2016&d=4
48,Theo Webb,Velo Club Venta,32,219310,370,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=219310&year=2016&d=4
51,Jack Rebours,Caesarean CC Jersey,31,260322,3106,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=260322&year=2016&d=4
52,Miles Burton,Bath Cycling Club,30,349842,2327,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=349842&year=2016&d=4
52,Stuart McCombie,Bristol RC,30,19483,3499,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=19483&year=2016&d=4
52,Johannes Roux,Giant Cycling Club - Halo Films,30,39967,2977,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=39967&year=2016&d=4
55,Carl Luke,Cycology Sunwise,29,198420,6752,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=198420&year=2016&d=4
55,Nicholas O'Hara,3C Cyclexperience,29,35525,7334,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=35525&year=2016&d=4
55,James Plumb,Velo Club Venta,29,65833,370,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=65833&year=2016&d=4
55,Christopher Rothwell,Ride 24/7,29,193245,1988,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=193245&year=2016&d=4
59,George Wise,VC Equipe - Flix,28,119422,7221,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=119422&year=2016&d=4
60,Joseph Andrews,Primera-TeamJobs,26,139558,6131,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=139558&year=2016&d=4
60,James Champken,VC St Raphael,26,260821,2933,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=260821&year=2016&d=4
60,Duncan Lancashire,Bath Cycling Club,26,120198,2327,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=120198&year=2016&d=4
60,Christopher Nyonyintono,Bath Cycling Club,26,327403,2327,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=327403&year=2016&d=4
60,Mark Perry,Cycology Sunwise,26,20695,6752,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=20695&year=2016&d=4
65,Matthew Bone,Hosté TAAP Storck,25,183444,7583,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=183444&year=2016&d=4
65,Brendan Drewett,Full Gas Racing Team,25,118824,7161,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=118824&year=2016&d=4
65,James Franklin,Velo Club Venta,25,236604,370,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=236604&year=2016&d=4
68,Stuart Thompson,Andover Whls,24,57568,2911,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=57568&year=2016&d=4
69,Joseph Clark,I-Team Cyclists' Club,23,116789,1792,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=116789&year=2016&d=4
70,Alex Fanshawe,Saint Piran,22,351415,7603,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=351415&year=2016&d=4
71,Michael Bradbury,Ride 24/7,21,258770,1988,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=258770&year=2016&d=4
72,Steve Thomas,Dream Cycling Race Team,20,10256,1831,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=10256&year=2016&d=4
73,Harvey McNaughton,I-Team Cyclists' Club,17,274933,1792,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=274933&year=2016&d=4
73,Matthew Osborn,Morgan Sharpe PB Adventure Cycles,17,37084,7327,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=37084&year=2016&d=4
75,Matthew Buckley,Andover Whls,16,15516,2911,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=15516&year=2016&d=4
75,William Crofts,Performance Cycles,16,120817,4902,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=120817&year=2016&d=4
75,Andrew Edwards,Bristol RC,16,8165,3499,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=8165&year=2016&d=4
78,Nigel Powell,VC St Raphael,15,62366,2933,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=62366&year=2016&d=4
79,Neil Bond,VeloVitesse/ALLCAP/Push,14,261448,607,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=261448&year=2016&d=4
79,Patrick Brown,Eden Veranda Racing,14,239791,6926,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=239791&year=2016&d=4
79,Christopher Parker,University of Bristol CC,14,380273,508,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=380273&year=2016&d=4
79,James Peckham,Sotonia CC,14,314103,3478,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=314103&year=2016&d=4
83,Jason Gault,Primera-TeamJobs,13,319521,6131,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=319521&year=2016&d=4
83,Peter Hodson-Thomas,Westbury Wheelers,13,300664,125,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=300664&year=2016&d=4
85,Daniel Halksworth,Velo Sport Jersey,12,424561,2855,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=424561&year=2016&d=4
85,Kim Little,Merida Factory Racing,12,132519,1978,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=132519&year=2016&d=4
85,Daniel Marshall,T1Diabetes.info,12,25584,6441,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=25584&year=2016&d=4
85,Simon Rogers,Royal Navy & Royal Marines CA,12,358563,3303,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=358563&year=2016&d=4
85,Jacques Sauvagnargues,Zappi's Racing Team,12,310975,6166,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=310975&year=2016&d=4
90,Stuart Waite,"Wightlink,LCM Systems Cycle RT",11,294485,1408,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=294485&year=2016&d=4
90,Jack Webb,Army Cycling Race Team (ACRT),11,319848,2885,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=319848&year=2016&d=4
92,Samuel Adey,Performance Cycles,9,307422,4902,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=307422&year=2016&d=4
92,Alastair Kay,VeloVitesse/ALLCAP/Push,9,76997,607,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=76997&year=2016&d=4
92,Will Swarbrick,Bath Cycling Club,9,278504,2327,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=278504&year=2016&d=4
95,Charlie Leech,Southampton University RC,8,281059,828,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=281059&year=2016&d=4
95,Chris Spence,Casp Racing,8,39376,6766,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=39376&year=2016&d=4
97,James Meakin,UK-Biking/Copyrite,7,265931,2358,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=265931&year=2016&d=4
97,Ben Millar,Cardiff University Marmots,7,410802,6834,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=410802&year=2016&d=4
97,Trevor Smith,Cotswold Veldrijden,7,39001,6274,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=39001&year=2016&d=4
97,Jack Thompson,Performance Cycles,7,118730,4902,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=118730&year=2016&d=4
97,Ollie Williams,VC Meudon,7,423808,101,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=423808&year=2016&d=4
102,Alex Hart,Primera-TeamJobs,6,410736,6131,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=410736&year=2016&d=4
102,Jim Jones,Performance Cycles,6,64615,4902,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=64615&year=2016&d=4
102,Andrew Mackay,Sotonia CC,6,341519,3478,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=341519&year=2016&d=4
102,Charles Rees,Gillingham and District Wheelers,6,66811,373,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=66811&year=2016&d=4
102,Martin Rowland,Poole Wheelers CC,6,310466,1260,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=310466&year=2016&d=4
102,Ed Slot,Sotonia CC,6,200740,3478,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=200740&year=2016&d=4
108,William Fleming,Velo Club Venta,5,281680,370,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=281680&year=2016&d=4
108,Rob Hardyman,North Hampshire RC,5,272496,385,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=272496&year=2016&d=4
108,James Hywel-Davies,Gillingham and District Wheelers,5,281169,373,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=281169&year=2016&d=4
108,Harvey Morcombe,Fareham Wheelers Cycling Club,5,136638,3204,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=136638&year=2016&d=4
108,Ross Phelps,Bristol RC,5,358999,3499,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=358999&year=2016&d=4
108,Ryan Weston,Poole Wheelers CC,5,122805,1260,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=122805&year=2016&d=4
114,Giles Greening,Tri UK,4,315481,6931,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=315481&year=2016&d=4
114,Benjamin Luckwell,Cycology Sunwise,4,47859,6752,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=47859&year=2016&d=4
114,James Mitri,DFL In-Gear Development,4,65938,7626,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=65938&year=2016&d=4
114,Dave Tilling,VeloVitesse/ALLCAP/Push,4,285663,607,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=285663&year=2016&d=4
118,Neil Burningham,,3,487805,,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=487805&year=2016&d=4
118,Barnaby Cox,Cycology Sunwise,3,186664,6752,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=186664&year=2016&d=4
118,James Ebdon,"Wightlink,LCM Systems Cycle RT",3,47351,1408,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=47351&year=2016&d=4
118,Rowan Horner,VC St Raphael,3,21926,2933,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=21926&year=2016&d=4
118,Darren Orchard,"Mud, Sweat n Gears CC",3,211845,6130,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=211845&year=2016&d=4
118,Red Walters,Sotonia CC,3,356730,3478,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=356730&year=2016&d=4
124,Tom Lane,Blazing Saddles Cycles,2,167906,2181,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=167906&year=2016&d=4
124,Robert Telford,Veloton Team,2,526245,6896,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=526245&year=2016&d=4
126,Charlie Beake,Tri UK,1,415312,6931,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=415312&year=2016&d=4
126,George Beck,Bath Cycling Club,1,319581,2327,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=319581&year=2016&d=4
126,Ross Bury,Bristol RC,1,492,3499,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=492&year=2016&d=4
126,James Cartridge,Bath Cycling Club,1,67498,2327,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=67498&year=2016&d=4
126,Richard Evershed,Cheltenham & County CC,1,418084,271,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=418084&year=2016&d=4
126,Thom Hayward,Velo Club Venta,1,183486,370,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=183486&year=2016&d=4
126,George Jones,VC St Raphael,1,235317,2933,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=235317&year=2016&d=4
126,Nic McKibbin,Bath Cycling Club,1,296661,2327,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=296661&year=2016&d=4
126,Alex Peterson,Handsling Racing,1,3829,5122,South,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=3829&year=2016&d=4
1,Warren Jesse,Excel Pedal Heaven Academy,184,11044,7560,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=11044&year=2016&d=4
2,Tom Easley,Team ASL360,178,239423,6199,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=239423&year=2016&d=4
3,David Murrell,London Phoenix CC,173,8756,3676,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=8756&year=2016&d=4
4,Liam Yates,Neon-Velo Cycling Team,157,182242,6022,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=182242&year=2016&d=4
5,Tristan Grigalis,PMR@Toachim House,142,237720,6040,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=237720&year=2016&d=4
5,Michael Guilford,VC Meudon,142,16692,101,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=16692&year=2016&d=4
7,Louis Rose-Davies,Team Corley Cycles,139,1052,6106,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=1052&year=2016&d=4
8,Tom Percival,Regents Park Rouleurs,138,379044,4642,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=379044&year=2016&d=4
9,Will Ranoe,HR Owen Maserati RT,135,283296,7494,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=283296&year=2016&d=4
10,Declan Egan,Kingston Wheelers CC,133,257462,1082,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=257462&year=2016&d=4
11,Gavin Francis,London Dynamo,130,122752,3105,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=122752&year=2016&d=4
12,Ian Robins,Cycleworks.co.uk,126,190454,2408,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=190454&year=2016&d=4
13,Harry Godding,PMR@Toachim House,123,131805,6040,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=131805&year=2016&d=4
14,Michael Butler,Hargroves Cycles - Ridley RT,122,28869,2482,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=28869&year=2016&d=4
15,Dante Carpenter,Richardsons-Trek RT,116,19130,1678,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=19130&year=2016&d=4
16,Josh Wakeling,Adalta Race Team,113,314152,7659,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=314152&year=2016&d=4
17,Alec Briggs,The 5th Floor Cycle Club,112,77719,6511,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=77719&year=2016&d=4
18,Matt Holmes,Arctic Tacx RT,109,7166,964,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=7166&year=2016&d=4
19,Sam Christy,London Dynamo,105,312784,3105,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=312784&year=2016&d=4
20,Robert Kennison,Medway VC,102,27468,726,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=27468&year=2016&d=4
20,Keith Watson,Adalta Race Team,102,248933,7659,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=248933&year=2016&d=4
22,Philip Glowinski,VC Londres,98,34945,1390,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=34945&year=2016&d=4
22,Ray Wilson,London Dynamo,98,184078,3105,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=184078&year=2016&d=4
24,Alex Blomeley,The 5th Floor Cycle Club,94,252521,6511,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=252521&year=2016&d=4
24,Oliver Cliff,Elitecycling,94,105935,6452,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=105935&year=2016&d=4
24,Oliver Robinson,Thanet RC Race Team,94,45504,6824,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=45504&year=2016&d=4
27,Stephen Swindley,PMR@Toachim House,93,129421,6040,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=129421&year=2016&d=4
28,Gary Brind,Southdowns Bikes – Casco,90,106672,202,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=106672&year=2016&d=4
29,Timothy Harkness,Maison Du Velo-Storck Bikes UK,86,254302,6725,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=254302&year=2016&d=4
30,Barny Willard,PB Cycle Coaching Racing Team,84,62073,6720,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=62073&year=2016&d=4
31,Richard Cartland,Team Boardman ,83,30237,7610,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=30237&year=2016&d=4
32,Sam Calder,Beeline Bicycles RT,76,248670,2318,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=248670&year=2016&d=4
32,Ralph Carter,London Dynamo,76,44191,3105,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=44191&year=2016&d=4
34,Simon McNamara,Southdowns Bikes – Casco,72,7440,202,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=7440&year=2016&d=4
34,Rob Sharland,Paceline RT,72,182347,7036,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=182347&year=2016&d=4
36,Paul Pickup,Excel Pedal Heaven Academy,71,28911,7560,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=28911&year=2016&d=4
37,Mark McCullagh,Dulwich Paragon CC,69,123398,1710,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=123398&year=2016&d=4
38,Euan Cattermole,VC Londres,68,79182,1390,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=79182&year=2016&d=4
38,Adam Cotterell,G.S.GREENWICH,68,40167,7515,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=40167&year=2016&d=4
38,Chris Snook,Nuun-Sigma Sport-London RT,68,79013,6458,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=79013&year=2016&d=4
38,Pat Wright,Paceline RT,68,276593,7036,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=276593&year=2016&d=4
42,Ian Bray,Addiscombe CC,66,454484,3360,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=454484&year=2016&d=4
42,Raffaele Maccari,The 5th Floor Cycle Club,66,441097,6511,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=441097&year=2016&d=4
42,Lee Smith,Nuun-Sigma Sport-London RT,66,6924,6458,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=6924&year=2016&d=4
45,Tobias Dahlhaus,London Dynamo,64,258401,3105,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=258401&year=2016&d=4
46,Joe Hill,Team ASL360,63,2089,6199,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=2089&year=2016&d=4
47,Edmund Bishop,VC Meudon,60,340128,101,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=340128&year=2016&d=4
47,Joe Hickerton,Eden Veranda Racing,60,181481,6926,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=181481&year=2016&d=4
49,Stephen Cavey,Southdowns Bikes – Casco,58,206971,202,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=206971&year=2016&d=4
49,Tim Elverson,Pedal Heaven,58,65728,7555,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=65728&year=2016&d=4
49,Paul James,Crawley Wheelers,58,33795,861,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=33795&year=2016&d=4
49,Richard Mardle,NFTO,58,12403,6742,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=12403&year=2016&d=4
53,Philip Lenney,BowlPhish BONTRAGER Racing,57,49782,7050,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=49782&year=2016&d=4
53,Austyn Tusler,Norwood Paragon CC,57,109109,1872,South East,2016,Male,2nd,https://www.britishcycling.org.uk/points?person_id=109109&year=2016&d=4
