Rank,Rider,Club Name,Points,RiderID,ClubID,Region,Year,Sex,Cat,Page
18,Geoffrey Smart,Cardiff University Marmots,18,343594,6834,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=343594&year=2016&d=4
18,Mark Spratt,Team Bikesoup-Bianchi,18,57657,6812,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=57657&year=2016&d=4
20,Ian Bendall,Forza Cycles Racing Team,17,2052,446,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=2052&year=2016&d=4
21,Sion Clarke,Onit Cycle,16,184031,6143,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=184031&year=2016&d=4
21,Robert Jones,Cardiff Ajax CC,16,46648,699,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=46648&year=2016&d=4
23,Danny Roberts,Ynys Mon Race Team,15,537159,7531,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=537159&year=2016&d=4
23,David Williams,Wrexham Roads Club,15,47783,2202,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=47783&year=2016&d=4
25,Matthew Roberts,,14,493808,,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=493808&year=2016&d=4
25,John Spill,,14,117408,,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=117408&year=2016&d=4
25,Owen Thomas,Sunset Cycles,14,50861,6864,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=50861&year=2016&d=4
28,Kristian Bond,Ystwyth Cycling Club,13,200021,1148,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=200021&year=2016&d=4
28,Paul Chapman,Props Cycling Club,13,442567,6712,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=442567&year=2016&d=4
28,Adam Cole,Pontypool RCC,13,409482,2533,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=409482&year=2016&d=4
28,Neil Lewis,Cardiff JIF,13,411019,7,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=411019&year=2016&d=4
28,James Llewellyn,NFTO Race Club,13,405979,6048,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=405979&year=2016&d=4
28,Russell White,Forza Cycles Racing Team,13,17141,446,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=17141&year=2016&d=4
34,Michael Evans,,12,529129,,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=529129&year=2016&d=4
34,Martin Skinner,The Bulls,12,123012,7071,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=123012&year=2016&d=4
34,Matthew Williams,Cardiff Ajax CC,12,193859,699,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=193859&year=2016&d=4
37,Andrew Haines,Cwmcarn Paragon Cycle Club,10,46335,2268,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=46335&year=2016&d=4
37,Christopher Matthews,Forza Cycles Racing Team,10,8464,446,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=8464&year=2016&d=4
37,Simon Thomas,,10,491148,,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=491148&year=2016&d=4
37,Christopher Williams,Marsh Tracks Race Team,10,12086,6101,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=12086&year=2016&d=4
41,Tyler Brennan,The Bulls,9,209143,7071,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=209143&year=2016&d=4
41,Richard Eakins,Ystwyth Cycling Club,9,252787,1148,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=252787&year=2016&d=4
41,Eifion Rees,,9,530932,,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=530932&year=2016&d=4
41,Tony Trigg,Cardiff JIF,9,42893,7,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=42893&year=2016&d=4
45,Tom Hanson,Swansea University Cycling Team,8,410131,6662,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=410131&year=2016&d=4
45,Thomas Vale,The Bulls,8,310820,7071,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=310820&year=2016&d=4
47,Oliver Belfield,The Bulls,7,284507,7071,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=284507&year=2016&d=4
47,Donald Gray,Cardiff JIF,7,42451,7,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=42451&year=2016&d=4
47,Carl Wallace,Newport Olympic Cycling Club,7,47043,3599,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=47043&year=2016&d=4
50,Paul Bufton,Hafren CC,6,98802,5342,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=98802&year=2016&d=4
50,Jakub Pietrzyk,County Cycles Racing Team,6,303117,6098,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=303117&year=2016&d=4
50,Gareth Poulton,Abergavenny Road Club,6,38714,2343,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=38714&year=2016&d=4
50,Aled Roberts,Team Elite,6,12024,2730,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=12024&year=2016&d=4
50,Michael Webb,Cardiff Ajax CC,6,3279,699,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=3279&year=2016&d=4
55,James Gray,VC St Raphael,5,105586,2933,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=105586&year=2016&d=4
55,Ian Huband,Ynys Mon Race Team,5,319476,7531,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=319476&year=2016&d=4
55,Nicholas Price,Monmouthshire Wheelers,5,405339,6369,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=405339&year=2016&d=4
55,Andrew Rowles,Cardiff Ajax CC,5,138609,699,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=138609&year=2016&d=4
55,Robert Sanderson,Cardiff Ajax CC,5,420283,699,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=420283&year=2016&d=4
55,Jeffrey Saycell,Ystwyth Cycling Club,5,101926,1148,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=101926&year=2016&d=4
55,Gary Sparkes,Royal Air Force CA,5,68418,1166,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=68418&year=2016&d=4
55,Nathan Taylor,,5,22023,,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=22023&year=2016&d=4
55,Rhys Wainwright,Velo Club Melyd,5,333864,1075,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=333864&year=2016&d=4
64,Steven Allman,Chester RC,4,543992,372,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=543992&year=2016&d=4
64,Meirion Davies,Clwb Beicio Egni,4,42371,117,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=42371&year=2016&d=4
64,Callum Dixon,NFTO Race Club,4,415277,6048,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=415277&year=2016&d=4
64,Toby Hopper,Cardiff Ajax CC,4,316316,699,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=316316&year=2016&d=4
64,Steffan Jones,Clwb Beicio Egni,4,101828,117,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=101828&year=2016&d=4
64,William Morgan,NFTO Race Club,4,274934,6048,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=274934&year=2016&d=4
64,Dan Rowett,Synergy Cycles,4,195563,7242,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=195563&year=2016&d=4
64,Michael Tarling,West Wales Cycle Racing Team,4,33700,6231,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=33700&year=2016&d=4
64,Stephen Thomas,MnD Fusion RT / Gearclub / WORX,4,59190,3734,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=59190&year=2016&d=4
64,Richard Wilder,Cardiff Ajax CC,4,17586,699,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=17586&year=2016&d=4
64,Tom Williams,Cardiff University Marmots,4,284648,6834,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=284648&year=2016&d=4
75,Dean Cummings,Acme Wheelers (Rhondda) CC,3,46432,1235,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=46432&year=2016&d=4
75,Niall Foster,Cardiff Ajax CC,3,309895,699,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=309895&year=2016&d=4
75,Daniel Fox,Cwmcarn Paragon Cycle Club,3,478260,2268,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=478260&year=2016&d=4
75,George Growcott,LJMU Cycling Team,3,446365,7689,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=446365&year=2016&d=4
75,Dan Owen,Ynys Mon Race Team,3,414683,7531,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=414683&year=2016&d=4
75,Daniel Powell,Cardiff Ajax CC,3,191169,699,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=191169&year=2016&d=4
81,Julian Attfield,Cardiff Ajax CC,2,105915,699,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=105915&year=2016&d=4
81,Darren Edwards,Port Talbot Wheelers,2,549827,3166,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=549827&year=2016&d=4
81,Milo Girardet,,2,366265,,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=366265&year=2016&d=4
81,Charles Grandfield,,2,343790,,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=343790&year=2016&d=4
81,Caron Jones,Ynys Mon Race Team,2,226439,7531,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=226439&year=2016&d=4
81,Joshua Lewis,Bike Doctor,2,313932,6344,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=313932&year=2016&d=4
81,Alex Loven,Wrexham Roads Club,2,313218,2202,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=313218&year=2016&d=4
81,Jack Molton,,2,563741,,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=563741&year=2016&d=4
81,Lee Perrott,Swansea Wheelers CC,2,237608,3092,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=237608&year=2016&d=4
81,James Pugh,Onit Cycle,2,549591,6143,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=549591&year=2016&d=4
81,Jonathan Pugh,The Bulls,2,49273,7071,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=49273&year=2016&d=4
81,Justin Stevenson,Ride Bikes Wales,2,298886,6856,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=298886&year=2016&d=4
93,Stephen Edwards,,1,73825,,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=73825&year=2016&d=4
93,Nick Hughes,Pontypool RCC,1,325819,2533,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=325819&year=2016&d=4
93,Robert Powell,Ogmore Valley Wheelers,1,19261,1483,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=19261&year=2016&d=4
93,Joel Simpson,Cardiff Ajax CC,1,273929,699,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=273929&year=2016&d=4
93,Kamil Studzinski,Skinline Race Club,1,69742,7311,Wales,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=69742&year=2016&d=4
1,Mark Armstrong,Muckle Cycle Club,35,316242,7368,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=316242&year=2016&d=4
1,Luke Grenfell-Shaw,Durham University Cycling Club,35,424272,678,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=424272&year=2016&d=4
3,Colin Bell,Cycleways-SG Petch,32,10748,3180,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=10748&year=2016&d=4
4,Matthew Smith,Muckle Cycle Club,31,316545,7368,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=316545&year=2016&d=4
5,Kevin Alexis,Army Cycling Union,30,259733,2388,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=259733&year=2016&d=4
6,John Davidson,Cestria Cycles RT,28,47279,4752,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=47279&year=2016&d=4
7,Ross Gray,Prima Team Racing,25,236018,7472,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=236018&year=2016&d=4
8,Robert Mochrie,Prima Team Racing,24,317938,7472,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=317938&year=2016&d=4
9,Paul Tyrrell,South Shields Velo Cycling Club,23,365272,6994,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=365272&year=2016&d=4
10,Robert Hamill,Fietsen Tempo,22,137817,3157,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=137817&year=2016&d=4
10,Adam Robertson,Blumilk.com,22,44583,6107,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=44583&year=2016&d=4
12,Joshua Ferguson,Kuota - Spinergy - GSG,21,101064,1888,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=101064&year=2016&d=4
12,Ian Norris,Blumilk.com,21,79440,6107,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=79440&year=2016&d=4
14,Stephen Moon,Prima Team Racing,19,98922,7472,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=98922&year=2016&d=4
15,Harry Craig,Prima Team Racing,18,103091,7472,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=103091&year=2016&d=4
16,Tony Fawcett,Vieri Velo RC,17,17723,7420,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=17723&year=2016&d=4
16,Simon Muir,Prima Team Racing,17,220033,7472,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=220033&year=2016&d=4
16,Nick Rowland,Prima Team Racing,17,324557,7472,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=324557&year=2016&d=4
19,Christopher Croxford,InfinityCycles-Cube Store Cycling,16,52331,3111,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=52331&year=2016&d=4
20,Russell Bayliss,GS Metro,15,19344,2171,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=19344&year=2016&d=4
20,Wilson Brown,Cycleways-SG Petch,15,550345,3180,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=550345&year=2016&d=4
20,Matthew Lynn,Hetton Hawks Cycling Club,15,54671,1102,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=54671&year=2016&d=4
20,Phillip Smith,Manilla Cycling,15,320213,6680,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=320213&year=2016&d=4
24,Michael Smart,TS Racing Team - OTR,14,38666,2366,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=38666&year=2016&d=4
25,Paul Lawson,Prima Team Racing,13,287521,7472,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=287521&year=2016&d=4
25,Carl Maynard,Cleveland Wheelers CC,13,412332,1712,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=412332&year=2016&d=4
25,Justin Robinson,MTS Cycle Sport,13,8848,1023,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=8848&year=2016&d=4
28,Antony Glover,Derwentside CC,12,42001,2484,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=42001&year=2016&d=4
28,Ben Lane,GS Metro,12,77985,2171,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=77985&year=2016&d=4
28,Richard Skinner,Blumilk.com,12,104642,6107,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=104642&year=2016&d=4
28,James Verrill,Prima Team Racing,12,58679,7472,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=58679&year=2016&d=4
28,John Wilson,Adept Precision RT/NE Healthcare,12,479217,2615,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=479217&year=2016&d=4
33,Jonathan Bayley,Gosforth RC,10,304586,1019,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=304586&year=2016&d=4
33,Stephen Davies,Ferryhill Wheelers CC,10,78647,1564,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=78647&year=2016&d=4
33,Dan Leather,Planet X - Northside Cycling,10,242475,6202,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=242475&year=2016&d=4
36,Stefan Pietruszka,North Tyneside Riders,9,580121,6757,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=580121&year=2016&d=4
37,Christopher Burns,Cestria Cycles RT,8,379717,4752,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=379717&year=2016&d=4
37,Andrew Sedgwick,Prima Team Racing,8,109355,7472,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=109355&year=2016&d=4
37,Alan Younger,North Tyneside Riders,8,332630,6757,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=332630&year=2016&d=4
40,David Atkinson,Planet X - Northside Cycling,7,249951,6202,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=249951&year=2016&d=4
40,Mark Keedy,South Shields Velo Cycling Club,7,285207,6994,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=285207&year=2016&d=4
40,Oliver Pearce,EMC,7,7785,6233,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=7785&year=2016&d=4
43,Ross Cooling,Whitby Wheelers CC,6,614230,1355,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=614230&year=2016&d=4
43,Jason Hurt,Planet X - Northside Cycling,6,257020,6202,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=257020&year=2016&d=4
43,Darren Robson,Muckle Cycle Club,6,408580,7368,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=408580&year=2016&d=4
43,Iain Turnbull,Prima Team Racing,6,133573,7472,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=133573&year=2016&d=4
43,Christian Webster-Reed,Cestria Cycles RT,6,336676,4752,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=336676&year=2016&d=4
43,James Wilson,Manilla Cycling,6,309686,6680,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=309686&year=2016&d=4
43,Steve Wilson,MTS Cycle Sport,6,69651,1023,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=69651&year=2016&d=4
43,Russell Wright,Manilla Cycling,6,341101,6680,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=341101&year=2016&d=4
51,Robert Allport,Manilla Cycling,5,190461,6680,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=190461&year=2016&d=4
51,Charles Bayley,Gosforth RC,5,396777,1019,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=396777&year=2016&d=4
51,Greg Booth,Manilla Cycling,5,306304,6680,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=306304&year=2016&d=4
51,Anthony Cox,Aycliffe Velo,5,420826,6884,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=420826&year=2016&d=4
51,Manuel Maestra Agudo,South Shields Velo Cycling Club,5,571110,6994,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=571110&year=2016&d=4
51,Chris Ranson,Houghton Cycling Club,5,104779,6250,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=104779&year=2016&d=4
51,Thomas Selby,,5,535620,,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=535620&year=2016&d=4
51,Sean Sowden,Prima Team Racing,5,524338,7472,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=524338&year=2016&d=4
59,Martin Brearey,Cleveland Wheelers CC,4,162446,1712,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=162446&year=2016&d=4
59,Robert Brown,,4,567943,,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=567943&year=2016&d=4
59,Andrew Clare,Teesside Clarion C & AC,4,48195,330,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=48195&year=2016&d=4
59,Ronnie Coleman,TS Racing Team - OTR,4,56615,2366,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=56615&year=2016&d=4
59,Tony Douglass,North Tyneside Riders,4,325462,6757,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=325462&year=2016&d=4
59,James Grainger,Cleveland Wheelers CC,4,584703,1712,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=584703&year=2016&d=4
59,Simon Massey,Adept Precision RT/NE Healthcare,4,191199,2615,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=191199&year=2016&d=4
59,Lee Ridden,Cestria CC,4,411015,2710,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=411015&year=2016&d=4
59,Mark Snape,Fietsen Tempo,4,74284,3157,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=74284&year=2016&d=4
59,Lewis Timmins,Muckle Cycle Club,4,573090,7368,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=573090&year=2016&d=4
59,Mark Tully,Sunderland Clarion CC,4,308430,525,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=308430&year=2016&d=4
70,Stephen Air,Prima Team Racing,3,327396,7472,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=327396&year=2016&d=4
70,Adam Brooks,Manilla Cycling,3,104848,6680,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=104848&year=2016&d=4
70,Matt Collison,Muckle Cycle Club,3,498936,7368,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=498936&year=2016&d=4
70,Steve Craig,NRG/TriScience RT,3,12082,6746,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=12082&year=2016&d=4
70,Thomas Hill,Manilla Cycling,3,491897,6680,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=491897&year=2016&d=4
70,Andrew Hindmarch,Muckle Cycle Club,3,477667,7368,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=477667&year=2016&d=4
70,Michael King,Houghton Cycling Club,3,303764,6250,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=303764&year=2016&d=4
70,Chris Murkin,Adept Precision RT/NE Healthcare,3,455879,2615,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=455879&year=2016&d=4
70,Nik Parker,Manilla Cycling,3,136188,6680,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=136188&year=2016&d=4
70,Peter Prior,Manilla Cycling,3,179041,6680,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=179041&year=2016&d=4
70,Ashley Winterbottom,Army Cycling Union,3,350641,2388,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=350641&year=2016&d=4
81,Ken Barron,Northumbria Police Cycling Club,2,280794,3559,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=280794&year=2016&d=4
81,Shaun Brannan,Muckle Cycle Club,2,584744,7368,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=584744&year=2016&d=4
81,Christopher Herbert,InfinityCycles-Cube Store Cycling,2,32381,3111,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=32381&year=2016&d=4
81,Tom Hooper,GS Metro,2,300383,2171,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=300383&year=2016&d=4
81,Lewis McEvoy,Sunderland Clarion CC,2,390114,525,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=390114&year=2016&d=4
81,Danny O'Callaghan,South Shields Velo Cycling Club,2,466889,6994,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=466889&year=2016&d=4
81,Robert Patton,North Tyneside Riders,2,352899,6757,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=352899&year=2016&d=4
81,Nigel Porteous,Fietsen Tempo,2,108072,3157,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=108072&year=2016&d=4
81,Finlay Robertson,Derwentside CC,2,105226,2484,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=105226&year=2016&d=4
90,Alastair Bailey,GS Metro,1,378574,2171,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=378574&year=2016&d=4
90,Adam Cooke,EMC,1,183994,6233,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=183994&year=2016&d=4
90,Joshua Craven,Tyneside Vagabonds CC,1,130739,1985,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=130739&year=2016&d=4
90,David Kent,Prima Team Racing,1,323521,7472,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=323521&year=2016&d=4
90,Duncan Middlemiss,Durham University Cycling Club,1,249707,678,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=249707&year=2016&d=4
90,Alex Peace,Durham University Cycling Club,1,413298,678,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=413298&year=2016&d=4
90,Mark Pinder,NRG/TriScience RT,1,537569,6746,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=537569&year=2016&d=4
90,William Scott,Durham University Cycling Club,1,213372,678,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=213372&year=2016&d=4
90,Mark Wilson,InfinityCycles-Cube Store Cycling,1,68469,3111,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=68469&year=2016&d=4
90,Scott Wilson,Cleveland Wheelers CC,1,547815,1712,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=547815&year=2016&d=4
90,Adam Wood,Muckle Cycle Club,1,210429,7368,North East,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=210429&year=2016&d=4
1,James Maddison,Exeter Wheelers,37,426063,2398,South West,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=426063&year=2016&d=4
2,Steven Birch,Exeter Wheelers,35,99401,2398,South West,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=99401&year=2016&d=4
2,James Cartlidge,Plymouth Corinthian CC,35,228936,2161,South West,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=228936&year=2016&d=4
4,Mark Coombe,Mid Devon CC,30,235264,913,South West,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=235264&year=2016&d=4
5,Gareth Bushnell,Mid Devon CC,29,74564,913,South West,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=74564&year=2016&d=4
6,Philip Collings,Tavistock Whlrs NorthShoreGallery,28,223470,1095,South West,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=223470&year=2016&d=4
6,Stephen Potts,VC St Raphael,28,506973,2933,South West,2016,Male,3rd,https://www.britishcycling.org.uk/points?person_id=506973&year=2016&d=4
