secs, cad, hr, km, kph, nm,distance, alt,lat,lon, headwind, slope, temp, interval, lrbalance, lte, rte, lps, rps, smo2, thb, o2hb, hhb
,,,,,,10.8672,28.1,48.4306,-123.338982,,-0.639814,,,,,,,,,,,
,,,,,,10.8717,28.1,48.43056,-123.338973,,-0.639814,,,,,,,,,,,
,,,,,,10.8759,28.1,48.430522,-123.338965,,-0.639814,,,,,,,,,,,
,,,,,,10.8839,28.1,48.430451,-123.338979,,-0.431066,,,,,,,,,,,
,,,,,,10.8879,28.1,48.430422,-123.339011,,-0.431066,,,,,,,,,,,
,,,,,,10.901,28.2,48.430378,-123.339176,,-0.354848,,,,,,,,,,,
,,,,,,10.9065,28.2,48.43038,-123.339251,,-0.142414,,,,,,,,,,,
,,,,,,10.9413,28.7,48.430395,-123.339721,,0.00160676,,,,,,,,,,,
,,,,,,10.9831,29.2,48.430412,-123.340288,,0.121005,,,,,,,,,,,
,,,,,,11.0146,29.6,48.430436,-123.340713,,0.248109,,,,,,,,,,,
,,,,,,11.0272,29.7,48.430444,-123.340883,,0.546269,,,,,,,,,,,
,,,,,,11.0335,29.8,48.430447,-123.340968,,0.705498,,,,,,,,,,,
,,,,,,11.0397,29.9,48.43045,-123.341052,,0.866617,,,,,,,,,,,
,,,,,,11.0454,30,48.430453,-123.34113,,1.04009,,,,,,,,,,,
,,,,,,11.0505,30.1,48.430457,-123.341198,,1.23863,,,,,,,,,,,
,,,,,,11.0551,30.2,48.430459,-123.341261,,1.3773,,,,,,,,,,,
,,,,,,11.0596,30.3,48.430459,-123.341322,,1.59949,,,,,,,,,,,
,,,,,,11.0635,30.3,48.430459,-123.341375,,1.45547,,,,,,,,,,,
,,,,,,11.0669,30.4,48.430461,-123.34142,,1.63659,,,,,,,,,,,
,,,,,,11.0695,30.4,48.430463,-123.341455,,1.50949,,,,,,,,,,,
,,,,,,11.0728,30.4,48.43044,-123.341484,,1.42996,,,,,,,,,,,
,,,,,,11.0751,30.4,48.430424,-123.341464,,1.27073,,,,,,,,,,,
,,,,,,11.0884,30.2,48.430419,-123.341284,,0.959148,,,,,,,,,,,
,,,,,,11.0884,30.2,48.430419,-123.341284,,0.785675,,,,,,,,,,,
,,,,,,11.1202,29.6,48.430401,-123.340854,,0.398391,,,,,,,,,,,
,,,,,,11.1467,29.4,48.430393,-123.340495,,0.108035,,,,,,,,,,,
,,,,,,11.1533,29.3,48.430395,-123.340405,,-0.264667,,,,,,,,,,,
,,,,,,11.1599,29.3,48.430398,-123.340316,,-0.264667,,,,,,,,,,,
,,,,,,11.1664,29.2,48.4304,-123.340228,,-0.719113,,,,,,,,,,,
,,,,,,11.1799,29,48.430395,-123.340045,,-0.867114,,,,,,,,,,,
,,,,,,11.1865,29,48.43039,-123.339956,,-0.867114,,,,,,,,,,,
,,,,,,11.1928,28.9,48.430387,-123.339871,,-1.02634,,,,,,,,,,,
,,,,,,11.1993,28.8,48.430384,-123.339783,,-1.02969,,,,,,,,,,,
,,,,,,11.2057,28.7,48.430381,-123.339696,,-1.18527,,,,,,,,,,,
,,,,,,11.223,28.4,48.430373,-123.339462,,-1.17006,,,,,,,,,,,
,,,,,,11.2282,28.3,48.430373,-123.339392,,-1.28822,,,,,,,,,,,
,,,,,,11.2334,28.3,48.430374,-123.339321,,-1.13771,,,,,,,,,,,
,,,,,,11.2384,28.2,48.430375,-123.339253,,-1.33698,,,,,,,,,,,
,,,,,,11.2433,28.2,48.430376,-123.339187,,-1.18305,,,,,,,,,,,
,,,,,,11.2568,28.1,48.430415,-123.339014,,-1.10923,,,,,,,,,,,
,,,,,,11.2695,28.1,48.430523,-123.338956,,-1.10923,,,,,,,,,,,
,,,,,,11.2784,28.1,48.430603,-123.338947,,-0.95,,,,,,,,,,,
,,,,,,11.2941,28.2,48.430744,-123.338959,,-0.732504,,,,,,,,,,,
,,,,,,11.3298,28.3,48.431064,-123.338985,,-0.548862,,,,,,,,,,,
,,,,,,11.3343,28.3,48.431104,-123.338992,,-0.375328,,,,,,,,,,,
,,,,,,11.3382,28.4,48.431139,-123.338999,,0.0730104,,,,,,,,,,,
,,,,,,11.3414,28.4,48.431167,-123.33901,,0.0730104,,,,,,,,,,,
,,,,,,11.3444,28.4,48.431192,-123.339024,,0.272279,,,,,,,,,,,
,,,,,,11.3476,28.5,48.431218,-123.339044,,0.580363,,,,,,,,,,,
,,,,,,11.3545,28.6,48.431258,-123.339116,,0.798878,,,,,,,,,,,
,,,,,,11.3551,28.6,48.431259,-123.339124,,0.798878,,,,,,,,,,,
,,,,,,11.3551,28.6,48.431259,-123.339124,,0.798878,,,,,,,,,,,
,,,,,,11.3551,28.6,48.431259,-123.339124,,0.735198,,,,,,,,,,,
,,,,,,11.3551,28.6,48.431259,-123.339124,,0.707135,,,,,,,,,,,
,,,,,,11.3551,28.6,48.431259,-123.339124,,0.707135,,,,,,,,,,,
,,,,,,11.3562,28.6,48.431265,-123.339136,,0.452419,,,,,,,,,,,
,,,,,,11.3685,28.8,48.431295,-123.339296,,0.615457,,,,,,,,,,,
,,,,,,11.3911,29.2,48.431327,-123.339598,,0.792732,,,,,,,,,,,
,,,,,,11.3969,29.3,48.431352,-123.339667,,0.657052,,,,,,,,,,,
,,,,,,11.4027,29.4,48.431392,-123.339718,,0.684364,,,,,,,,,,,
,,,,,,11.4092,29.5,48.431446,-123.339752,,0.838034,,,,,,,,,,,
,,,,,,11.4162,29.6,48.431509,-123.33976,,0.980279,,,,,,,,,,,
,,,,,,11.4241,29.7,48.431579,-123.339748,,1.10793,,,,,,,,,,,
,,,,,,11.4323,29.8,48.431652,-123.339733,,1.23,,,,,,,,,,,
,,,,,,11.4506,30,48.431816,-123.339707,,1.33907,,,,,,,,,,,
,,,,,,11.4602,30.1,48.431902,-123.339696,,1.44327,,,,,,,,,,,
,,,,,,11.4702,30.3,48.431992,-123.339684,,1.4793,,,,,,,,,,,
,,,,,,11.4812,30.4,48.43209,-123.339675,,1.39362,,,,,,,,,,,
,,,,,,11.4914,30.5,48.432182,-123.339671,,1.31893,,,,,,,,,,,
,,,,,,11.5016,30.6,48.432274,-123.339667,,1.24499,,,,,,,,,,,
,,,,,,11.5113,30.6,48.432361,-123.33966,,1.09132,,,,,,,,,,,
,,,,,,11.5206,30.7,48.432444,-123.339656,,1.05738,,,,,,,,,,,
,,,,,,11.5289,30.7,48.432519,-123.339652,,0.929724,,,,,,,,,,,
,,,,,,11.5361,30.7,48.432584,-123.339651,,0.807659,,,,,,,,,,,
,,,,,,11.5426,30.8,48.432642,-123.339662,,0.852429,,,,,,,,,,,
,,,,,,11.5478,30.8,48.432685,-123.339689,,0.748232,,,,,,,,,,,
,,,,,,11.5542,30.9,48.432719,-123.339758,,0.706864,,,,,,,,,,,
,,,,,,11.5611,31,48.432745,-123.339843,,0.76008,,,,,,,,,,,
,,,,,,11.5682,31,48.43276,-123.339937,,0.662368,,,,,,,,,,,
,,,,,,11.5754,31.1,48.432772,-123.340033,,0.703406,,,,,,,,,,,
,,,,,,11.5889,31.2,48.432777,-123.340216,,0.77741,,,,,,,,,,,
,,,,,,11.6287,31.4,48.432778,-123.340755,,0.719407,,,,,,,,,,,
,,,,,,11.6798,32.2,48.432793,-123.341447,,0.87602,,,,,,,,,,,
,,,,,,11.7092,32.8,48.432811,-123.341845,,1.07988,,,,,,,,,,,
,,,,,,11.7161,32.9,48.432812,-123.341939,,1.07022,,,,,,,,,,,
,,,,,,11.7184,32.9,48.43281,-123.34197,,1.07022,,,,,,,,,,,
,,,,,,11.721,33,48.432807,-123.342004,,1.30769,,,,,,,,,,,
,,,,,,11.7234,33,48.432803,-123.342037,,1.16287,,,,,,,,,,,
,,,,,,11.7274,33,48.432785,-123.342083,,1.16287,,,,,,,,,,,
,,,,,,11.729,33,48.43277,-123.342082,,1.02412,,,,,,,,,,,
,,,,,,11.7354,32.9,48.432768,-123.341996,,0.792609,,,,,,,,,,,
,,,,,,11.7442,32.7,48.432766,-123.341877,,0.514586,,,,,,,,,,,
,,,,,,11.7546,32.5,48.432762,-123.341736,,0.16589,,,,,,,,,,,
,,,,,,11.7861,31.9,48.432744,-123.341309,,-0.228047,,,,,,,,,,,
,,,,,,11.7995,31.7,48.432737,-123.341129,,-0.522567,,,,,,,,,,,
,,,,,,11.8063,31.6,48.432731,-123.341037,,-0.669189,,,,,,,,,,,
,,,,,,11.8131,31.5,48.432728,-123.340945,,-1.21152,,,,,,,,,,,
,,,,,,11.8199,31.5,48.432728,-123.340852,,-1.21152,,,,,,,,,,,
,,,,,,11.8268,31.4,48.432727,-123.340759,,-1.35724,,,,,,,,,,,
,,,,,,11.8893,31,48.432696,-123.339913,,-1.42123,,,,,,,,,,,
,,,,,,11.9065,30.8,48.432599,-123.339732,,-1.38023,,,,,,,,,,,
,,,,,,11.9185,30.8,48.432492,-123.339707,,-1.1525,,,,,,,,,,,
,,,,,,11.9248,30.7,48.432435,-123.339705,,-1.11815,,,,,,,,,,,
,,,,,,11.945,30.6,48.432254,-123.339714,,-0.977735,,,,,,,,,,,
,,,,,,11.9526,30.5,48.432186,-123.339724,,-0.959019,,,,,,,,,,,
,,,,,,11.9608,30.5,48.432113,-123.339738,,-0.812397,,,,,,,,,,,
,,,,,,11.9687,30.4,48.432042,-123.339747,,-0.791465,,,,,,,,,,,
,,,,,,11.9769,30.3,48.431969,-123.339761,,-0.913675,,,,,,,,,,,
,,,,,,12.001,30,48.431752,-123.33978,,-0.89207,,,,,,,,,,,
,,,,,,12.0081,29.9,48.431689,-123.339787,,-0.970445,,,,,,,,,,,
,,,,,,12.0153,29.8,48.431624,-123.339793,,-0.992031,,,,,,,,,,,
,,,,,,12.0223,29.8,48.431561,-123.339802,,-0.992031,,,,,,,,,,,
,,,,,,12.0294,29.7,48.431498,-123.339812,,-0.976263,,,,,,,,,,,
,,,,,,12.0364,29.6,48.431436,-123.339826,,-1.07005,,,,,,,,,,,
,,,,,,12.0424,29.5,48.431382,-123.339837,,-1.10347,,,,,,,,,,,
,,,,,,12.0476,29.5,48.431336,-123.33985,,-1.10347,,,,,,,,,,,
,,,,,,12.0513,29.5,48.431306,-123.33987,,-0.977247,,,,,,,,,,,
,,,,,,12.0547,29.5,48.431288,-123.339907,,-0.855038,,,,,,,,,,,
,,,,,,12.0588,29.6,48.431279,-123.339962,,-0.491652,,,,,,,,,,,
,,,,,,12.0638,29.7,48.431277,-123.340029,,-0.147197,,,,,,,,,,,
,,,,,,12.0695,29.8,48.431281,-123.340106,,0.166388,,,,,,,,,,,
,,,,,,12.0757,29.9,48.431285,-123.34019,,0.327329,,,,,,,,,,,
,,,,,,12.0826,30,48.431285,-123.340283,,0.615034,,,,,,,,,,,
,,,,,,12.0895,30.2,48.431287,-123.340377,,1.04672,,,,,,,,,,,
,,,,,,12.1203,30.7,48.431297,-123.340794,,1.37417,,,,,,,,,,,
,,,,,,12.1799,31.2,48.431314,-123.341602,,1.458,,,,,,,,,,,
,,,,,,12.1885,31.2,48.431316,-123.341718,,1.458,,,,,,,,,,,
,,,,,,12.1976,31.3,48.431318,-123.341842,,1.56727,,,,,,,,,,,
,,,,,,12.2062,31.4,48.431318,-123.341958,,1.44485,,,,,,,,,,,
,,,,,,12.2145,31.4,48.43132,-123.342071,,1.24276,,,,,,,,,,,
,,,,,,12.2229,31.5,48.431324,-123.342184,,1.18705,,,,,,,,,,,
,,,,,,12.2399,31.6,48.431332,-123.342414,,1.08495,,,,,,,,,,,
,,,,,,12.3017,31.7,48.431351,-123.343252,,0.955378,,,,,,,,,,,
,,,,,,12.3634,32.6,48.431367,-123.344087,,0.813175,,,,,,,,,,,
,,,,,,12.3719,32.8,48.431372,-123.344202,,0.88598,,,,,,,,,,,
,,,,,,12.3803,33,48.431375,-123.344316,,1.03975,,,,,,,,,,,
,,,,,,12.3892,33.1,48.431377,-123.344437,,1.15173,,,,,,,,,,,
,,,,,,12.3976,33.3,48.431382,-123.34455,,1.28182,,,,,,,,,,,
,,,,,,12.4058,33.4,48.431384,-123.344661,,1.28704,,,,,,,,,,,
,,,,,,12.42,33.7,48.431389,-123.344854,,1.49756,,,,,,,,,,,
,,,,,,12.4296,33.8,48.431385,-123.344984,,1.48193,,,,,,,,,,,
,,,,,,12.433,33.9,48.431382,-123.34503,,1.71632,,,,,,,,,,,
,,,,,,12.4359,33.9,48.431386,-123.345069,,1.70015,,,,,,,,,,,
,,,,,,12.4388,34,48.431399,-123.345103,,1.89952,,,,,,,,,,,
,,,,,,12.4422,34.1,48.431415,-123.345141,,1.96547,,,,,,,,,,,
,,,,,,12.4493,34.2,48.431434,-123.345234,,1.86716,,,,,,,,,,,
,,,,,,12.4722,34.6,48.431469,-123.34554,,1.92978,,,,,,,,,,,
,,,,,,12.5001,34.9,48.431467,-123.345918,,1.79798,,,,,,,,,,,
,,,,,,12.5528,35,48.431508,-123.346629,,1.69491,,,,,,,,,,,
,,,,,,12.5663,35.2,48.431522,-123.346811,,1.63234,,,,,,,,,,,
,,,,,,12.5725,35.3,48.431529,-123.346894,,1.69019,,,,,,,,,,,
,,,,,,12.5784,35.4,48.431535,-123.346974,,1.56531,,,,,,,,,,,
,,,,,,12.5843,35.5,48.431541,-123.347053,,1.73576,,,,,,,,,,,
,,,,,,12.59,35.6,48.431546,-123.34713,,1.56555,,,,,,,,,,,
,,,,,,12.601,35.7,48.431556,-123.347279,,1.35489,,,,,,,,,,,
,,,,,,12.6062,35.8,48.43156,-123.347348,,1.4113,,,,,,,,,,,
,,,,,,12.6117,35.9,48.43157,-123.347421,,1.41853,,,,,,,,,,,
,,,,,,12.6169,35.9,48.431588,-123.347487,,1.31096,,,,,,,,,,,
,,,,,,12.6222,36,48.431617,-123.347543,,1.48277,,,,,,,,,,,
,,,,,,12.6378,36.2,48.431755,-123.347583,,1.46281,,,,,,,,,,,
,,,,,,12.6439,36.2,48.43181,-123.347573,,1.30081,,,,,,,,,,,
,,,,,,12.6855,36.7,48.432182,-123.347521,,1.25282,,,,,,,,,,,
,,,,,,12.7455,37.3,48.432719,-123.347439,,1.18234,,,,,,,,,,,
,,,,,,12.7576,37.5,48.432826,-123.347408,,1.17223,,,,,,,,,,,
,,,,,,12.7594,37.5,48.43284,-123.347396,,1.08172,,,,,,,,,,,
,,,,,,12.7599,37.5,48.432844,-123.347393,,0.886033,,,,,,,,,,,
,,,,,,12.7599,37.5,48.432844,-123.347393,,0.704198,,,,,,,,,,,
,,,,,,12.7599,37.5,48.432844,-123.347393,,0.704198,,,,,,,,,,,
,,,,,,12.7599,37.5,48.432844,-123.347393,,0.513397,,,,,,,,,,,
,,,,,,12.7599,37.5,48.432844,-123.347393,,0.385406,,,,,,,,,,,
,,,,,,12.7601,37.5,48.432844,-123.347395,,0.385406,,,,,,,,,,,
,,,,,,12.7601,37.5,48.432844,-123.347395,,0.265046,,,,,,,,,,,
,,,,,,12.7618,37.5,48.432856,-123.34738,,0.165075,,,,,,,,,,,
,,,,,,12.7638,37.5,48.432864,-123.347356,,-1.21E-14,,,,,,,,,,,
,,,,,,12.776,37.3,48.432872,-123.347191,,-0.163857,,,,,,,,,,,
,,,,,,12.7862,37.1,48.43286,-123.347053,,-0.35863,,,,,,,,,,,
,,,,,,12.8132,36.6,48.432843,-123.346688,,-0.543849,,,,,,,,,,,
,,,,,,12.8424,36.2,48.432819,-123.346295,,-0.681225,,,,,,,,,,,
,,,,,,12.8445,36.2,48.432822,-123.346266,,-0.681225,,,,,,,,,,,
,,,,,,12.8461,36.2,48.432829,-123.346248,,-0.681225,,,,,,,,,,,
,,,,,,12.8472,36.2,48.432837,-123.346239,,-0.681225,,,,,,,,,,,
,,,,,,12.8484,36.2,48.432848,-123.346238,,-0.681225,,,,,,,,,,,
,,,,,,12.8559,36.3,48.432878,-123.346329,,-0.547836,,,,,,,,,,,
,,,,,,12.8747,36.6,48.432902,-123.346581,,-0.388112,,,,,,,,,,,
,,,,,,12.8806,36.7,48.432902,-123.346661,,-0.0548266,,,,,,,,,,,
,,,,,,12.9128,37.2,48.432922,-123.347096,,0.29537,,,,,,,,,,,
,,,,,,12.9287,37.5,48.432939,-123.34731,,0.669255,,,,,,,,,,,
,,,,,,12.9331,37.6,48.432967,-123.347353,,1.0316,,,,,,,,,,,
,,,,,,12.9472,37.7,48.433093,-123.347371,,1.10266,,,,,,,,,,,
,,,,,,12.9524,37.8,48.43314,-123.347365,,1.29332,,,,,,,,,,,
,,,,,,12.9576,37.8,48.433186,-123.34738,,1.29332,,,,,,,,,,,
,,,,,,12.9638,37.9,48.433231,-123.347429,,1.45532,,,,,,,,,,,
,,,,,,12.984,38.1,48.433313,-123.347673,,1.42104,,,,,,,,,,,
,,,,,,12.991,38.1,48.433324,-123.347767,,1.26132,,,,,,,,,,,
,,,,,,13.018,38.2,48.43336,-123.348129,,1.12892,,,,,,,,,,,
,,,,,,13.0226,38.2,48.433366,-123.34819,,0.973494,,,,,,,,,,,
,,,,,,13.0263,38.2,48.433371,-123.34824,,0.784828,,,,,,,,,,,
,,,,,,13.0292,38.2,48.433374,-123.348279,,0.559855,,,,,,,,,,,
,,,,,,13.031,38.2,48.433372,-123.348303,,0.488799,,,,,,,,,,,
,,,,,,13.0326,38.2,48.43336,-123.348315,,0.298137,,,,,,,,,,,
,,,,,,13.0371,38.2,48.433329,-123.348276,,0.298137,,,,,,,,,,,
,,,,,,13.0506,38.2,48.433331,-123.348093,,0.136142,,,,,,,,,,,
,,,,,,13.0562,38.2,48.43333,-123.348017,,0.0370294,,,,,,,,,,,
,,,,,,13.0808,38.1,48.433316,-123.347685,,-0.00371482,,,,,,,,,,,
,,,,,,13.0985,38,48.433322,-123.347445,,-0.0971808,,,,,,,,,,,
,,,,,,13.1144,37.9,48.433447,-123.34734,,-0.160025,,,,,,,,,,,
,,,,,,13.1334,38,48.433617,-123.347315,,-0.107374,,,,,,,,,,,
,,,,,,13.1382,38,48.43366,-123.347305,,-0.107374,,,,,,,,,,,
,,,,,,13.1429,38,48.433701,-123.347291,,-0.107374,,,,,,,,,,,
,,,,,,13.1473,38,48.433734,-123.347257,,-0.107374,,,,,,,,,,,
,,,,,,13.1513,37.9,48.433745,-123.347206,,-0.360129,,,,,,,,,,,
,,,,,,13.1546,37.9,48.433747,-123.347161,,-0.360129,,,,,,,,,,,
,,,,,,13.1568,37.9,48.43376,-123.347139,,-0.360129,,,,,,,,,,,
,,,,,,13.1592,37.9,48.43378,-123.347153,,-0.319384,,,,,,,,,,,
,,,,,,13.1669,38,48.433799,-123.347252,,-0.131425,,,,,,,,,,,
,,,,,,13.1718,38,48.433807,-123.347318,,-0.0685809,,,,,,,,,,,
,,,,,,13.1773,38.1,48.433817,-123.347391,,0.0606109,,,,,,,,,,,
,,,,,,13.183,38.1,48.433827,-123.347467,,0.0606109,,,,,,,,,,,
,,,,,,13.2016,38.4,48.433859,-123.347714,,0.222189,,,,,,,,,,,
,,,,,,13.2082,38.4,48.433898,-123.347781,,0.222189,,,,,,,,,,,
,,,,,,13.222,38.5,48.434022,-123.347798,,0.547172,,,,,,,,,,,
,,,,,,13.2358,38.4,48.434135,-123.347721,,0.474653,,,,,,,,,,,
,,,,,,13.2415,38.4,48.434183,-123.347695,,0.474653,,,,,,,,,,,
,,,,,,13.2518,38.5,48.434275,-123.347671,,0.570973,,,,,,,,,,,
,,,,,,13.2547,38.5,48.434301,-123.347669,,0.43945,,,,,,,,,,,
,,,,,,13.257,38.5,48.434296,-123.347699,,0.43945,,,,,,,,,,,
,,,,,,13.2652,38.5,48.434226,-123.347732,,0.257607,,,,,,,,,,,
,,,,,,13.2784,38.5,48.434109,-123.347763,,0.257607,,,,,,,,,,,
,,,,,,13.2858,38.5,48.434045,-123.347793,,0.0960291,,,,,,,,,,,
,,,,,,13.2999,38.4,48.433919,-123.347795,,0.0246583,,,,,,,,,,,
,,,,,,13.3178,38.2,48.433821,-123.347602,,-0.159113,,,,,,,,,,,
,,,,,,13.336,38.1,48.433738,-123.347389,,-0.141467,,,,,,,,,,,
,,,,,,13.3555,38,48.433564,-123.347362,,-0.19288,,,,,,,,,,,
,,,,,,13.3619,38,48.433506,-123.34736,,-0.289201,,,,,,,,,,,
,,,,,,13.3681,37.9,48.43345,-123.347363,,-0.449692,,,,,,,,,,,
,,,,,,13.3747,37.9,48.433391,-123.347374,,-0.449692,,,,,,,,,,,
,,,,,,13.3808,37.9,48.433337,-123.347388,,-0.449692,,,,,,,,,,,
,,,,,,13.3868,37.9,48.433284,-123.347399,,-0.449692,,,,,,,,,,,
,,,,,,13.3927,37.9,48.433231,-123.347408,,-0.449692,,,,,,,,,,,
,,,,,,13.3985,37.8,48.433179,-123.347416,,-0.550374,,,,,,,,,,,
,,,,,,13.4042,37.8,48.433128,-123.347423,,-0.43883,,,,,,,,,,,
,,,,,,13.41,37.7,48.433076,-123.347432,,-0.555775,,,,,,,,,,,
,,,,,,13.4163,37.7,48.43302,-123.347434,,-0.504362,,,,,,,,,,,
,,,,,,13.4227,37.6,48.432962,-123.347432,,-0.659376,,,,,,,,,,,
,,,,,,13.4287,37.6,48.432908,-123.347429,,-0.498885,,,,,,,,,,,
,,,,,,13.4347,37.5,48.432854,-123.34743,,-0.665413,,,,,,,,,,,
,,,,,,13.4408,37.4,48.4328,-123.347434,,-0.831753,,,,,,,,,,,
,,,,,,13.4724,37.1,48.432516,-123.347464,,-0.92652,,,,,,,,,,,
,,,,,,13.4785,37,48.432461,-123.347464,,-1.09003,,,,,,,,,,,
,,,,,,13.4845,36.9,48.432407,-123.347465,,-1.08451,,,,,,,,,,,
,,,,,,13.4904,36.9,48.432354,-123.347472,,-1.08451,,,,,,,,,,,
,,,,,,13.4965,36.8,48.4323,-123.34748,,-1.07843,,,,,,,,,,,
,,,,,,13.5148,36.6,48.432136,-123.347502,,-1.18768,,,,,,,,,,,
,,,,,,13.5381,36.4,48.431927,-123.347527,,-1.11845,,,,,,,,,,,
,,,,,,13.5437,36.3,48.431877,-123.347531,,-1.29806,,,,,,,,,,,
,,,,,,13.5489,36.3,48.43183,-123.347534,,-1.13153,,,,,,,,,,,
,,,,,,13.554,36.2,48.431784,-123.34754,,-1.15997,,,,,,,,,,,
,,,,,,13.5585,36.2,48.431744,-123.347546,,-1.0652,,,,,,,,,,,
,,,,,,13.5708,36,48.431639,-123.347599,,-1.06412,,,,,,,,,,,
,,,,,,13.5755,36,48.431617,-123.347653,,-0.897593,,,,,,,,,,,
,,,,,,13.5911,36.1,48.431614,-123.347864,,-0.833371,,,,,,,,,,,
,,,,,,13.5964,36.1,48.431622,-123.347935,,-0.667629,,,,,,,,,,,
,,,,,,13.6307,36.2,48.431667,-123.348395,,-0.529237,,,,,,,,,,,
,,,,,,13.6391,36.3,48.431681,-123.348507,,-0.324522,,,,,,,,,,,
,,,,,,13.6399,36.4,48.431688,-123.348511,,1.05639,,,,,,,,,,,
,,,,,,13.6399,36.4,48.431688,-123.348511,,1.05639,,,,,,,,,,,
,,,,,,13.6399,36.4,48.431688,-123.348511,,1.25116,,,,,,,,,,,
,,,,,,13.6401,36.4,48.431689,-123.34851,,1.25116,,,,,,,,,,,
,,,,,,13.6401,36.4,48.431689,-123.34851,,1.41359,,,,,,,,,,,
,,,,,,13.6407,36.4,48.431689,-123.348519,,1.41359,,,,,,,,,,,
,,,,,,13.6464,36.3,48.431641,-123.348544,,1.17229,,,,,,,,,,,
,,,,,,13.6564,36.2,48.431626,-123.34841,,1.07255,,,,,,,,,,,
,,,,,,13.6616,36.2,48.431624,-123.348339,,1.0434,,,,,,,,,,,
,,,,,,13.6807,36.1,48.431613,-123.348081,,0.872049,,,,,,,,,,,
,,,,,,13.737,35.8,48.431557,-123.347323,,-0.382563,,,,,,,,,,,
,,,,,,13.7775,35.2,48.431521,-123.346777,,-0.530777,,,,,,,,,,,
,,,,,,13.7865,35.1,48.431511,-123.346656,,-0.641933,,,,,,,,,,,
,,,,,,13.7948,35,48.431505,-123.346543,,-0.761497,,,,,,,,,,,
,,,,,,13.8014,35,48.431503,-123.346454,,-0.761497,,,,,,,,,,,
,,,,,,13.8054,35,48.431506,-123.3464,,-0.761497,,,,,,,,,,,
,,,,,,13.8095,35,48.431503,-123.346344,,-0.584415,,,,,,,,,,,
,,,,,,13.8135,34.9,48.431496,-123.346292,,-0.740123,,,,,,,,,,,
,,,,,,13.8181,34.9,48.431489,-123.34623,,-0.740123,,,,,,,,,,,
,,,,,,13.8239,34.9,48.431486,-123.346151,,-0.687696,,,,,,,,,,,
,,,,,,13.8361,34.9,48.431478,-123.345987,,-0.634382,,,,,,,,,,,
,,,,,,13.8664,34.7,48.431479,-123.345576,,-0.552124,,,,,,,,,,,
,,,,,,13.8715,34.6,48.43149,-123.345509,,-0.637341,,,,,,,,,,,
,,,,,,13.8918,34.3,48.431487,-123.345233,,-0.665083,,,,,,,,,,,
,,,,,,13.8966,34.2,48.43148,-123.34517,,-0.877269,,,,,,,,,,,
,,,,,,13.8979,34.2,48.431478,-123.345152,,-0.877269,,,,,,,,,,,
,,,,,,13.8994,34.1,48.431472,-123.345134,,-1.55013,,,,,,,,,,,
,,,,,,13.902,34.1,48.431453,-123.345114,,-1.29468,,,,,,,,,,,
,,,,,,13.9048,34,48.431428,-123.345105,,-1.64457,,,,,,,,,,,
,,,,,,13.9083,34,48.431397,-123.345109,,-1.64457,,,,,,,,,,,
,,,,,,13.9133,34,48.431353,-123.345124,,-1.64457,,,,,,,,,,,
,,,,,,13.9312,33.8,48.431194,-123.345164,,-1.69019,,,,,,,,,,,
,,,,,,13.938,33.8,48.431133,-123.345171,,-1.49381,,,,,,,,,,,
,,,,,,13.9579,33.6,48.430954,-123.345177,,-1.44697,,,,,,,,,,,
,,,,,,13.9645,33.5,48.430895,-123.345183,,-1.38686,,,,,,,,,,,
,,,,,,13.9707,33.4,48.430839,-123.345183,,-1.54745,,,,,,,,,,,
,,,,,,13.9764,33.4,48.430788,-123.345185,,-0.874597,,,,,,,,,,,
,,,,,,13.9821,33.3,48.430737,-123.345187,,-1.05087,,,,,,,,,,,
,,,,,,13.9874,33.3,48.430689,-123.345189,,-0.700989,,,,,,,,,,,
,,,,,,13.9927,33.2,48.430642,-123.345194,,-0.891859,,,,,,,,,,,
,,,,,,13.9976,33.2,48.430598,-123.345194,,-0.891859,,,,,,,,,,,
,,,,,,14.0022,33.1,48.430556,-123.345192,,-0.994298,,,,,,,,,,,
,,,,,,14.0054,33.1,48.430528,-123.345197,,-0.994298,,,,,,,,,,,
,,,,,,14.008,33.1,48.430505,-123.345203,,-0.89384,,,,,,,,,,,
,,,,,,14.0148,33,48.430451,-123.345248,,-0.887503,,,,,,,,,,,
,,,,,,14.0165,33.1,48.430448,-123.34527,,-0.123448,,,,,,,,,,,
,,,,,,14.0238,33.2,48.430466,-123.345366,,0.012415,,,,,,,,,,,
,,,,,,14.0485,33.6,48.430512,-123.345693,,0.350882,,,,,,,,,,,
,,,,,,14.0672,33.8,48.430577,-123.345927,,0.457739,,,,,,,,,,,
,,,,,,14.0716,33.8,48.430576,-123.345986,,0.648609,,,,,,,,,,,
,,,,,,14.0766,33.8,48.430568,-123.346053,,0.648609,,,,,,,,,,,
,,,,,,14.0818,33.8,48.430568,-123.346124,,0.862626,,,,,,,,,,,
,,,,,,14.0876,33.8,48.430573,-123.346202,,0.862626,,,,,,,,,,,
,,,,,,14.0932,33.8,48.430577,-123.346277,,0.862626,,,,,,,,,,,
,,,,,,14.1336,34.1,48.4306,-123.346824,,1.08256,,,,,,,,,,,
,,,,,,14.1459,34.3,48.430607,-123.34699,,0.642063,,,,,,,,,,,
,,,,,,14.1519,34.3,48.430611,-123.347071,,0.5062,,,,,,,,,,,
,,,,,,14.1578,34.4,48.430614,-123.347151,,0.513162,,,,,,,,,,,
