secs, cad, hr, km, kph, nm, watts, alt, lon, lat, headwind, slope, temp, interval, lrbalance, lte, rte, lps, rps, smo2, thb, o2hb, hhb
42,85,101,0.21531,29.4264,0,175,28.2,-0.533993,51.3654,0,0.315457,16,0,52,67.5,56,21,18,0,0,0,0
43,85,101,0.21531,29.4264,0,0,28.2,-0.533993,51.3654,0,2.75335e-15,16,0,52,67.5,56,21,18,0,0,0,0
44,85,101,0.22349,29.5272,0,0,28,-0.534106,51.3655,0,-0.244499,16,0,52,67.5,56,21,18,0,0,0,0
45,0,101,0.23941,28.62,0,0,28,-0.534325,51.3655,0,-0.244499,16,0,0,0,0,0,0,0,0,0,0
46,0,100,0.24734,28.7532,0,0,28,-0.534434,51.3655,0,-0.244499,16,0,0,0,0,0,0,0,0,0,0
47,0,100,0.24734,28.7532,0,0,27.8,-0.534434,51.3655,0,-0.244499,16,0,0,0,0,0,0,0,0,0,0
48,0,98,0.26342,29.4912,0,0,27.8,-0.534655,51.3656,0,-0.244499,16,0,0,0,0,0,0,0,0,0,0
49,0,95,0.27159,29.4912,0,0,27.6,-0.534767,51.3656,0,-0.489297,16,0,0,0,0,0,0,0,0,0,0
50,0,95,0.27955,28.9872,0,0,27.4,-0.534876,51.3656,0,-0.740553,16,0,0,0,0,0,0,0,0,0,0
51,0,93,0.28773,29.358,0,0,27.2,-0.534987,51.3656,0,-0.985052,16,0,0,0,0,0,0,0,0,0,0
52,13,92,0.29593,29.9952,0,26,27,-0.535097,51.3656,0,-1.22895,16,0,0,0,74,0,23.5,0,0,0,0
53,78,93,0.30441,30.9708,0,234,26.8,-0.535211,51.3657,0,-1.4648,16,0,64,0,74,0,23.5,0,0,0,0
54,81,93,0.31309,31.4064,0,128,26.8,-0.535325,51.3657,0,-1.2203,16,0,64,53.5,61.5,16,20.5,0,0,0,0
55,79,94,0.32194,31.4748,0,144,26.6,-0.535442,51.3657,0,-1.44629,16,0,55,53.5,52,16,17,0,0,0,0
56,82,94,0.33077,31.5756,0,118,26.6,-0.535557,51.3658,0,-1.44629,16,0,52,53.5,52,16,17,0,0,0,0
57,82,94,0.33966,31.5756,0,0,26.4,-0.535671,51.3658,0,-1.67127,16,0,52,52.5,53.5,15.5,17.5,0,0,0,0
58,82,94,0.34844,31.1724,0,0,26.4,-0.535782,51.3658,0,-1.67127,16,0,52,52.5,53.5,15.5,17.5,0,0,0,0
59,0,95,0.35719,31.104,0,0,26.4,-0.535893,51.3659,0,-1.42647,16,0,0,0,0,0,0,0,0,0,0
60,70,95,0.36591,31.2048,0,82,26.4,-0.536001,51.3659,0,-1.17521,16,0,0,55.5,81.5,16.5,26,0,0,0,0
61,79,94,0.37461,31.5432,0,303,26.4,-0.536107,51.366,0,-0.930712,16,0,39,55.5,81.5,16.5,26,0,0,0,0
62,82,95,0.38346,32.6844,0,411,26.2,-0.536216,51.366,0,-0.912798,16,0,46,77.5,83,21.5,25,0,0,0,0
63,84,95,0.39273,33.624,0,291,26.2,-0.536331,51.366,0,-0.676949,16,0,50,77.5,64,21.5,19,0,0,0,0
64,87,95,0.40199,33.5916,0,326,26.2,-0.536445,51.3661,0,-0.676949,16,0,54,75,75.5,20,21.5,0,0,0,0
65,87,95,0.4114,33.7248,0,248,26.2,-0.536561,51.3661,0,-0.450961,16,0,57,71,77.5,20.5,24,0,0,0,0
66,86,95,0.42091,34.1964,0,322,26,-0.536676,51.3662,0,-0.661266,16,0,50,74,71.5,21,23,0,0,0,0
67,88,100,0.43042,34.2612,0,301,26,-0.536793,51.3662,0,-0.436294,16,0,50,74,71.5,21,23,0,0,0,0
68,89,100,0.44003,34.398,0,239,26,-0.53691,51.3663,0,-0.436294,16,0,48,73.5,71.5,22,23,0,0,0,0
69,89,102,0.44974,35.4384,0,207,26,-0.537029,51.3663,0,-0.436294,16,0,65,73.5,58,20.5,19,0,0,0,0
70,88,103,0.4595,34.9668,0,207,26,-0.537149,51.3664,0,-0.436294,16,0,43,63.5,70.5,19,23,0,0,0,0
71,88,103,0.46886,34.4304,0,275,26.2,-0.537264,51.3664,0,-0.222618,16,0,43,74,74,22.5,24,0,0,0,0
72,88,105,0.47812,33.894,0,440,26.2,-0.537377,51.3664,0,0.00337027,16,0,43,82.5,84.5,24.5,27,0,0,0,0
73,89,105,0.47812,33.894,0,452,26.2,-0.537377,51.3664,0,0.00337027,16,0,53,82.5,84.5,24.5,27,0,0,0,0
74,88,108,0.48752,33.9588,0,395,26.2,-0.537492,51.3665,0,0.00337027,16,0,52,79,77.5,22.5,24.5,0,0,0,0
75,88,109,0.49676,33.354,0,374,26.2,-0.537604,51.3665,0,0.00337027,16,0,53,79,77.5,22.5,24.5,0,0,0,0
76,89,110,0.5144,31.2048,0,313,26.4,-0.537817,51.3666,0,0.327054,16,0,57,78.5,75.5,22.5,23.5,0,0,0,0
77,87,111,0.5229,30.4344,0,227,26.6,-0.537919,51.3667,0,0.562348,16,0,57,71.5,75.5,23,25.5,0,0,0,0
78,84,112,0.5229,30.4344,0,299,26.8,-0.537919,51.3667,0,0.562348,16,0,50,71.5,80,23,26.5,0,0,0,0
79,78,113,0.53968,29.5272,0,327,26.8,-0.53812,51.3667,0,0.562348,16,0,54,80.5,80.5,25,26.5,0,0,0,0
80,81,114,0.53968,29.5272,0,350,27,-0.53812,51.3667,0,0.562348,16,0,54,73,72,22,23,0,0,0,0
81,77,115,0.55529,27.0396,0,199,27.2,-0.538312,51.3668,0,0.476796,16,0,55,73,72,22,23,0,0,0,0
82,76,116,0.55529,27.0396,0,122,27.6,-0.538312,51.3668,0,0.476796,16,0,55,67.5,60.5,20.5,20,0,0,0,0
83,75,117,0.56268,26.9748,0,187,28.2,-0.5384,51.3669,0,1.2887,16,0,49,57.5,58.5,19,19,0,0,0,0
84,74,117,0.57017,27.378,0,272,28.6,-0.538493,51.3669,0,1.82275,16,0,49,75,80,23.5,25.5,0,0,0,0
85,77,118,0.57807,27.7128,0,274,29.2,-0.538595,51.3669,0,2.58224,16,0,56,79,76,25,25,0,0,0,0
86,78,118,0.58599,28.7208,0,143,29.8,-0.538696,51.367,0,3.22644,16,0,69,79,47.5,23.5,16.5,0,0,0,0
87,78,118,0.59433,29.124,0,162,30.4,-0.538799,51.367,0,3.71057,16,0,49,65,59.5,19.5,20,0,0,0,0
88,82,118,0.60243,29.9628,0,162,30.6,-0.538897,51.367,0,3.95748,16,0,56,65,65,19.5,22.5,0,0,0,0
89,82,118,0.61075,31.644,0,150,31,-0.539,51.3671,0,4.43825,16,0,54,56.5,52,17,17,0,0,0,0
90,84,118,0.61922,32.112,0,145,31.2,-0.539103,51.3671,0,4.67438,15,0,54,63.5,67.5,20,22.5,0,0,0,0
91,85,117,0.62802,31.9788,0,203,31.4,-0.539215,51.3671,0,4.77353,15,0,50,63.5,66.5,20,22.5,0,0,0,0
92,86,117,0.64557,33.6564,0,314,31.6,-0.539433,51.3672,0,4.88749,15,0,46,69,77,21,24.5,0,0,0,0
93,89,118,0.65565,35.5716,0,230,31.8,-0.539561,51.3673,0,4.274,15,0,55,78.5,72.5,22,23,0,0,0,0
94,91,118,0.65565,35.5716,0,190,31.8,-0.539561,51.3673,0,3.73995,15,0,50,55,64,17,20,0,0,0,0
95,89,118,0.66551,35.5716,0,210,31.8,-0.539687,51.3673,0,2.98046,15,0,50,55,72,17,23.5,0,0,0,0
96,94,118,0.67403,34.9344,0,406,31.8,-0.539793,51.3674,0,2.22288,15,0,49,72.5,82,22,25.5,0,0,0,0
97,94,118,0.69307,36.108,0,431,31.8,-0.540031,51.3674,0,1.50346,15,0,49,80.5,78,23.5,25.5,0,0,0,0
98,97,118,0.69307,36.108,0,431,31.8,-0.540031,51.3674,0,1.25654,15,0,46,80.5,78,23.5,25.5,0,0,0,0
99,100,120,0.70311,35.9748,0,431,31.8,-0.540149,51.3675,0,0.775773,15,0,50,79.5,71.5,23.5,23.5,0,0,0,0
100,95,120,0.71287,36.0432,0,247,31.8,-0.540258,51.3675,0,0.539646,15,0,51,71.5,62,22.5,21.5,0,0,0,0
101,91,121,0.72221,33.894,0,158,31.8,-0.540362,51.3676,0,0.312373,15,0,57,71.5,62,22.5,21.5,0,0,0,0
102,93,121,0.73185,34.0272,0,189,32,-0.540467,51.3677,0,0.405882,15,0,50,57.5,63.5,17,21,0,0,0,0
103,90,122,0.74972,30.9708,0,229,32,-0.540658,51.3678,0,0.207469,15,0,53,63.5,63.5,19.5,21,0,0,0,0
104,88,123,0.74972,30.9708,0,99,32,-0.540658,51.3678,0,0.207469,15,0,53,67.5,45.5,20.5,14.5,0,0,0,0
105,80,124,0.76712,31.644,0,129,32,-0.540843,51.3679,0,0.207469,15,0,53,59.5,64,20.5,25.5,0,0,0,0
106,80,124,0.77653,33.5556,0,20,32,-0.540941,51.3679,0,0.207469,15,0,53,0,0,0,0,0,0,0,0
107,36,124,0.77653,33.5556,0,21,32,-0.540941,51.3679,0,0.207469,15,0,100,59.5,0,20.5,0,0,0,0,0
108,84,125,0.78591,32.0796,0,234,32,-0.541041,51.368,0,0.207469,15,0,100,44,82.5,9.5,28,0,0,0,0
109,80,125,0.80262,28.854,0,183,32,-0.541199,51.3681,0,0.207469,15,0,50,72,67.5,25,23.5,0,0,0,0
110,83,125,0.81135,29.9628,0,312,32.2,-0.541287,51.3681,0,0.436564,15,0,43,80,82.5,24,26,0,0,0,0
111,84,126,0.81135,29.9628,0,418,32.2,-0.541287,51.3681,0,0.436564,15,0,43,80,82.5,24,26,0,0,0,0
112,88,125,0.82981,31.3416,0,323,32.4,-0.541473,51.3683,0,0.337437,15,0,43,82,82.5,23,26.5,0,0,0,0
113,87,126,0.82981,31.3416,0,225,32.6,-0.541473,51.3683,0,0.337437,15,0,48,76.5,72.5,22.5,23.5,0,0,0,0
114,87,125,0.83947,30.6,0,245,33,-0.54158,51.3683,0,0.751516,15,0,51,70,75,21,24,0,0,0,0
115,87,125,0.8493,31.14,0,245,33.2,-0.541693,51.3684,0,0.954975,15,0,52,68.5,71.5,21,23.5,0,0,0,0
116,89,126,0.85954,32.9868,0,255,33.4,-0.541813,51.3684,0,1.15029,15,0,47,68.5,71.5,21,24,0,0,0,0
117,91,125,0.8695,33.3216,0,330,33.8,-0.541925,51.3685,0,1.55189,15,0,49,74,60,23,19.5,0,0,0,0
118,93,126,0.8804,33.2532,0,251,34,-0.542051,51.3685,0,1.73538,15,0,64,74,60,23,19.5,0,0,0,0
119,49,126,0.90099,33.2892,0,0,34.2,-0.542274,51.3687,0,1.83251,15,0,64,0,0,0,0,0,0,0,0
120,49,126,0.91085,32.346,0,0,34.2,-0.542372,51.3687,0,1.60342,15,0,64,0,0,0,0,0,0,0,0
121,49,125,0.92112,33.624,0,0,34.2,-0.542474,51.3688,0,1.60342,15,0,64,0,0,0,0,0,0,0,0
122,0,125,0.93115,33.624,0,0,34.2,-0.542568,51.3689,0,1.49508,15,0,0,0,0,0,0,0,0,0,0
123,29,125,0.93115,33.624,0,77,34.2,-0.542568,51.3689,0,1.49508,15,0,0,80.5,67,46.5,23,0,0,0,0
124,29,125,0.94133,33.5916,0,84,34.2,-0.54266,51.3689,0,1.081,15,0,0,80.5,67,46.5,23,0,0,0,0
125,46,124,0.95154,35.874,0,84,34.2,-0.542746,51.369,0,0.87754,15,0,0,80.5,85.5,46.5,55.5,0,0,0,0
126,56,124,0.96201,36.2088,0,17,34.2,-0.542835,51.3691,0,0.682227,15,0,0,80.5,85.5,46.5,55.5,0,0,0,0
127,56,123,0.97195,35.6724,0,0,34.2,-0.542915,51.3692,0,0.280621,15,0,0,80.5,64,46.5,22,0,0,0,0
128,56,122,0.98386,38.9664,0,0,34,-0.543016,51.3692,0,-0.0707916,15,0,0,80.5,64,46.5,22,0,0,0,0
129,0,121,0.9952,38.5956,0,0,33.8,-0.543108,51.3693,0,-0.344293,15,0,0,0,0,0,0,0,0,0,0
130,24,120,1.00691,39.8052,0,115,33.6,-0.543206,51.3694,0,-0.515087,15,0,0,0,0,0,0,0,0,0,0
131,24,118,1.01937,41.5188,0,0,33.4,-0.543313,51.3695,0,-0.675601,15,0,0,0,0,0,0,0,0,0,0
132,24,116,1.03109,41.4504,0,0,33.4,-0.543412,51.3696,0,-0.675601,15,0,0,0,0,0,0,0,0,0,0
133,0,115,1.0437,43.7364,0,0,33,-0.543515,51.3697,0,-0.992809,15,0,0,0,0,0,0,0,0,0,0
134,0,113,1.05604,44.5392,0,0,33,-0.543619,51.3698,0,-0.992809,15,0,0,0,0,0,0,0,0,0,0
135,0,111,1.06862,45.5832,0,0,32.8,-0.54372,51.3699,0,-1.15179,15,0,0,0,0,0,0,0,0,0,0
136,0,111,1.08068,44.172,0,0,32.4,-0.543816,51.37,0,-1.48347,15,0,0,0,0,0,0,0,0,0,0
137,0,109,1.09338,45.8496,0,0,31.8,-0.543924,51.37,0,-1.95591,15,0,0,0,0,0,0,0,0,0,0
138,0,108,1.10557,44.9784,0,0,31.2,-0.544033,51.3701,0,-2.28019,14,0,0,0,0,0,0,0,0,0,0
139,0,107,1.11836,44.3412,0,0,30.4,-0.544141,51.3702,0,-2.72931,14,0,0,0,0,0,0,0,0,0,0
140,0,106,1.1306,43.398,0,0,29.4,-0.544243,51.3703,0,-3.37551,14,0,0,0,0,0,0,0,0,0,0
141,0,104,1.14347,41.6844,0,0,28.6,-0.544354,51.3704,0,-3.8366,14,0,0,0,0,0,0,0,0,0,0
142,0,103,1.1549,40.644,0,0,28.2,-0.54445,51.3705,0,-4.18655,14,0,0,0,0,0,0,0,0,0,0
143,4,102,1.16616,39.8376,0,0,28,-0.544547,51.3706,0,-4.04696,14,0,0,0,0,0,0,0,0,0,0
144,40,101,1.17739,38.2608,0,41,27.8,-0.544636,51.3707,0,-4.22506,14,0,0,0,91.5,0,63,0,0,0,0
145,90,101,1.18772,34.866,0,37,27.8,-0.544704,51.3707,0,-4.06608,14,0,0,0,34,0,17.5,0,0,0,0
146,90,101,1.19792,31.1724,0,66,27.8,-0.544785,51.3708,0,-3.7344,14,0,0,0,34,0,17.5,0,0,0,0
147,63,101,1.20755,28.9224,0,66,27.8,-0.544868,51.3709,0,-3.26196,14,0,64,57,21.5,18,7,0,0,0,0
148,79,101,1.21539,27.7452,0,71,27.8,-0.544929,51.3709,0,-2.76975,14,0,57,57,21.5,18,7,0,0,0,0
149,90,102,1.22351,27.8784,0,106,27.8,-0.544989,51.371,0,-2.14426,14,0,0,36.5,58,11,20.5,0,0,0,0
150,90,102,1.23107,26.9064,0,0,28.2,-0.545041,51.3711,0,-0.798171,14,0,0,36.5,58,11,20.5,0,0,0,0
151,90,102,1.23852,26.4024,0,0,28.4,-0.5451,51.3711,0,0.0918864,14,0,0,36.5,58,11,20.5,0,0,0,0
152,0,102,1.24576,27.2088,0,0,28.6,-0.545154,51.3712,0,0.718086,14,0,0,0,0,0,0,0,0,0,0
153,0,100,1.25305,25.9668,0,0,28.8,-0.545207,51.3712,0,1.17005,14,0,0,0,0,0,0,0,0,0,0
154,0,98,1.25947,23.3784,0,0,29,-0.545255,51.3713,0,1.65967,14,0,0,0,0,0,0,0,0,0,0
155,10,96,1.2655,21.9024,0,34,29.2,-0.545302,51.3713,0,1.99135,14,0,29,53.5,95.5,16,61.5,0,0,0,0
156,53,96,1.27068,16.6932,0,22,29.4,-0.545347,51.3714,0,2.37745,14,0,29,0,0,0,0,0,0,0,0
157,49,95,1.27468,14.8788,0,22,29.6,-0.545386,51.3714,0,2.87745,14,0,29,53.5,31.5,16,10.5,0,0,0,0
158,49,95,1.27874,14.31,0,117,29.6,-0.545422,51.3714,0,2.87745,14,0,61,53.5,31.5,16,10.5,0,0,0,0
159,45,94,1.28274,13.3704,0,117,29.8,-0.545455,51.3715,0,3.37745,14,0,27,53.5,72,15,20.5,0,0,0,0
160,52,94,1.28668,13.3344,0,327,29.8,-0.545494,51.3715,0,2.84835,14,0,41,86.5,90.5,27,28.5,0,0,0,0
161,52,95,1.29057,13.6368,0,537,30,-0.54554,51.3715,0,3.09403,14,0,49,96,98,27,28,0,0,0,0
162,65,98,1.29525,16.4268,0,537,30.4,-0.545606,51.3715,0,3.67249,14,0,49,87,90.5,26,28.5,0,0,0,0
163,74,102,1.30077,18.6444,0,431,30.8,-0.545685,51.3715,0,4.12278,14,0,53,87,96.5,26,31.5,0,0,0,0
164,87,104,1.30702,19.7172,0,652,31,-0.545775,51.3715,0,4.13125,14,0,48,94.5,98.5,27.5,33,0,0,0,0
165,104,107,1.31281,20.4552,0,741,31.2,-0.545852,51.3715,0,4.145,14,0,48,95,88,30.5,28.5,0,0,0,0
166,114,110,1.31974,24.6564,0,592,31.4,-0.545938,51.3714,0,4.0475,14,0,52,95,88,30.5,28.5,0,0,0,0
167,114,112,1.32761,28.584,0,95,31.4,-0.54603,51.3714,0,3.5475,14,0,52,76,83.5,23,28,0,0,0,0
168,31,114,1.33576,28.7208,0,95,31.4,-0.546128,51.3714,0,3.5475,14,0,58,76,52.5,23,13,0,0,0,0
169,93,117,1.34459,30.87,0,436,31.6,-0.546232,51.3713,0,3.274,14,0,49,76.5,87,26,30.5,0,0,0,0
170,94,118,1.35378,31.1724,0,370,31.6,-0.54634,51.3713,0,3.274,14,0,49,80.5,80,26.5,28,0,0,0,0
171,95,120,1.36339,34.0272,0,351,31.6,-0.546455,51.3712,0,2.75986,14,0,50,80.5,76.5,26.5,26,0,0,0,0
172,99,122,1.38337,34.4628,0,321,31.6,-0.546699,51.3711,0,1.90516,14,0,52,73,71,22.5,24.5,0,0,0,0
173,97,123,1.39342,33.894,0,215,31.6,-0.546822,51.3711,0,1.18052,14,0,54,73,66,22.5,22,0,0,0,0
174,95,125,1.40293,32.4468,0,187,31.8,-0.546936,51.371,0,1.07083,14,0,55,66,71,20.5,23.5,0,0,0,0
175,94,126,1.41259,32.5152,0,200,31.8,-0.547051,51.371,0,0.725406,14,0,48,63,60.5,19.5,20.5,0,0,0,0
176,94,127,1.42223,32.0796,0,159,32,-0.547166,51.3709,0,0.644274,14,0,58,63,61,19.5,20.5,0,0,0,0
177,95,128,1.43162,32.4144,0,192,32,-0.547279,51.3709,0,0.644274,14,0,49,63,61,19.5,20.5,0,0,0,0
178,98,128,1.44099,32.112,0,132,32,-0.54739,51.3708,0,0.644274,13,0,52,65,53.5,20,18,0,0,0,0
179,90,128,1.45026,32.112,0,79,32.2,-0.5475,51.3708,0,0.633524,13,0,58,50,35,15.5,12,0,0,0,0
180,59,128,1.45943,32.112,0,32,32.4,-0.54761,51.3708,0,0.851626,13,0,58,0,0,0,0,0,0,0,0
181,59,128,1.46904,33.858,0,32,32.6,-0.547721,51.3707,0,1.05974,13,0,58,0,0,0,0,0,0,0,0
182,63,127,1.47874,33.2532,0,34,32.6,-0.547834,51.3707,0,1.05974,13,0,58,76.5,62,27,21.5,0,0,0,0
183,98,127,1.48804,32.4468,0,349,33,-0.547941,51.3706,0,1.48985,13,0,39,76.5,62,27,21.5,0,0,0,0
184,63,126,1.49718,32.4828,0,124,33.2,-0.548045,51.3706,0,1.49836,13,0,60,76.5,69.5,27,23.5,0,0,0,0
185,99,126,1.50719,34.0272,0,262,33.4,-0.548161,51.3705,0,1.69816,13,0,53,73,61.5,22,20,0,0,0,0
186,101,125,1.51771,35.3052,0,177,33.6,-0.548288,51.3704,0,1.68081,13,0,55,73,61.5,22,20,0,0,0,0
187,101,124,1.528,35.2368,0,0,33.6,-0.54841,51.3704,0,1.68081,13,0,55,58,61,17.5,20,0,0,0,0
188,101,124,1.53798,34.9344,0,0,33.6,-0.548528,51.3703,0,1.68081,13,0,55,58,61,17.5,20,0,0,0,0
189,0,123,1.54827,35.64,0,0,33.6,-0.548649,51.3703,0,1.46506,13,0,0,0,0,0,0,0,0,0,0
190,0,122,1.55834,35.1684,0,0,33.6,-0.54877,51.3702,0,1.24696,13,0,0,0,0,0,0,0,0,0,0
191,0,122,1.56824,34.8012,0,0,33.6,-0.548888,51.3702,0,1.03884,13,0,0,0,0,0,0,0,0,0,0
192,19,121,1.57821,34.866,0,17,33.6,-0.549005,51.3701,0,1.03884,13,0,0,0,93.5,0,49,0,0,0,0
193,104,120,1.58825,34.9344,0,240,33.6,-0.549125,51.3701,0,0.608733,13,0,56,36,70.5,12.5,23.5,0,0,0,0
194,104,120,1.59817,34.8336,0,173,33.6,-0.549242,51.37,0,0.389914,13,0,51,65.5,57,20,18,0,0,0,0
195,107,119,1.60837,35.9424,0,173,33.4,-0.549359,51.37,0,-0.00596436,13,0,48,55.5,65,16.5,21.5,0,0,0,0
196,91,119,1.61843,35.5716,0,171,33.2,-0.549477,51.3699,0,-0.394886,13,0,54,55.5,51.5,16.5,15.5,0,0,0,0
197,92,119,1.62893,37.7568,0,215,33.2,-0.549602,51.3699,0,-0.394886,13,0,52,63.5,67.5,19,22.5,0,0,0,0
198,96,118,1.63927,36.9828,0,187,33.2,-0.549726,51.3698,0,-0.394886,13,0,57,63.5,67.5,19,22.5,0,0,0,0
199,96,118,1.64988,37.62,0,140,33,-0.549852,51.3698,0,-0.583387,13,0,57,60.5,58.5,17,18.5,0,0,0,0
200,48,118,1.66011,36.648,0,140,33,-0.549975,51.3697,0,-0.583387,13,0,64,66,0,29,0,0,0,0,0
201,100,118,1.67054,36.7812,0,338,33,-0.550098,51.3697,0,-0.583387,13,0,54,79,80.5,26.5,28.5,0,0,0,0
202,96,118,1.68116,38.0592,0,306,33,-0.550222,51.3696,0,-0.583387,13,0,54,75.5,70.5,22,22.5,0,0,0,0
203,96,118,1.692,37.7208,0,67,33,-0.550347,51.3696,0,-0.583387,13,0,54,61,69.5,18,21.5,0,0,0,0
204,52,117,1.70243,36.7488,0,67,32.8,-0.550466,51.3695,0,-0.775142,13,0,55,61,66,18,23,0,0,0,0
205,97,117,1.71275,37.0512,0,209,32.6,-0.550585,51.3694,0,-0.772862,13,0,55,62.5,69.5,19,23.5,0,0,0,0
206,96,116,1.7227,35.5392,0,194,32.6,-0.550702,51.3694,0,-0.574054,13,0,59,62.5,69.5,19,23.5,0,0,0,0
207,97,116,1.7327,35.6724,0,166,32.6,-0.550817,51.3693,0,-0.574054,13,0,49,60,57.5,18,19.5,0,0,0,0
