secs,alt,distance,lat,lon
197,83.7,3113.8,51.68396,-1.423265
198,83.9,3129.8,51.68399,-1.423043
199,83.9,3145.7,51.684018,-1.422825
200,83.7,3161.5,51.684046,-1.422589
201,83.6,3177.5,51.684074,-1.422369
202,83.5,3193.3,51.684105,-1.422154
203,83.4,3209.2,51.684132,-1.421932
204,83.3,3225.1,51.684159,-1.421709
205,83.2,3241.0,51.684187,-1.421484
206,83.1,3256.9,51.684215,-1.42126
207,83.2,3273.0,51.684245,-1.421046
208,83.3,3288.9,51.684274,-1.420822
209,83.3,3304.8,51.684303,-1.4206
210,83.4,3320.6,51.684332,-1.420378
211,83.5,3336.5,51.68436,-1.420155
212,83.7,3352.4,51.684388,-1.419934
213,83.8,3368.2,51.684413,-1.419707
214,83.8,3384.2,51.684438,-1.419482
215,83.9,3400.1,51.684462,-1.419255
216,84.0,3416.0,51.684488,-1.419029
217,84.0,3431.8,51.684515,-1.418801
218,83.8,3447.7,51.68454,-1.418583
219,83.5,3463.8,51.684568,-1.418359
220,83.2,3479.6,51.684594,-1.418144
221,82.9,3495.5,51.68462,-1.417917
222,82.8,3511.3,51.684646,-1.417688
223,82.8,3527.2,51.684672,-1.417462
224,82.7,3543.0,51.684694,-1.417248
225,82.7,3558.8,51.684718,-1.417027
226,83.0,3574.6,51.684741,-1.416804
227,83.2,3590.3,51.684766,-1.416574
228,83.4,3605.9,51.68479,-1.416357
229,83.3,3621.3,51.684816,-1.41613
230,83.1,3636.8,51.684842,-1.415909
231,82.9,3652.2,51.684867,-1.415692
232,82.7,3667.5,51.684892,-1.415467
233,82.4,3682.8,51.684915,-1.415257
234,82.0,3698.1,51.684941,-1.415034
235,81.8,3713.4,51.684966,-1.414819
236,81.5,3728.8,51.68499,-1.414598
237,81.4,3744.1,51.685011,-1.414379
238,81.3,3759.3,51.685032,-1.414159
239,81.1,3774.5,51.685054,-1.413947
240,81.0,3789.4,51.685078,-1.413742
241,80.7,3804.2,51.685098,-1.413536
242,80.5,3818.2,51.685116,-1.413344
243,80.3,3831.1,51.685132,-1.413177
244,80.1,3842.3,51.685151,-1.413029
245,80.0,3852.9,51.685174,-1.41289
246,80.0,3863.0,51.685209,-1.412761
247,80.0,3872.0,51.68525,-1.412645
248,80.0,3881.4,51.685311,-1.412542
249,80.0,3891.1,51.685366,-1.412435
250,80.0,3900.8,51.685409,-1.412313
251,80.0,3910.8,51.685443,-1.412181
252,80.0,3921.4,51.68546,-1.412042
253,80.0,3932.9,51.685466,-1.411889
254,80.0,3944.7,51.685447,-1.411739
255,80.0,3956.9,51.685406,-1.41158
256,80.1,3969.6,51.68535,-1.411405
257,80.1,3982.5,51.685306,-1.411228
258,80.2,3995.5,51.685242,-1.411044
259,80.2,4008.8,51.685217,-1.410844
260,80.3,4022.3,51.6852,-1.41065
261,80.3,4035.9,51.685186,-1.410446
262,80.3,4049.6,51.685176,-1.410254
263,80.3,4063.7,51.685165,-1.410047
264,80.3,4077.9,51.685155,-1.409844
265,80.3,4092.5,51.685146,-1.409632
266,80.3,4107.2,51.685138,-1.409418
267,80.3,4122.2,51.685131,-1.409202
268,80.4,4137.3,51.68512,-1.408987
269,80.4,4152.5,51.685111,-1.408765
270,80.5,4167.7,51.685102,-1.408545
271,80.7,4182.8,51.685092,-1.408322
272,80.9,4198.1,51.685083,-1.408099
273,81.0,4213.4,51.685073,-1.407881
274,81.0,4228.8,51.685063,-1.40765
275,81.0,4244.3,51.685054,-1.407423
276,81.0,4259.9,51.685046,-1.407194
277,81.1,4275.5,51.685037,-1.406969
278,81.2,4291.2,51.685028,-1.406735
279,81.3,4307.0,51.685017,-1.4065
280,81.5,4322.8,51.685007,-1.40627
281,81.5,4338.8,51.684999,-1.406037
282,81.5,4354.7,51.684992,-1.405811
283,81.5,4370.8,51.684985,-1.405585
284,81.6,4386.9,51.684977,-1.405353
285,81.7,4402.9,51.684971,-1.405126
286,81.8,4418.9,51.684964,-1.404894
287,82.0,4434.9,51.684958,-1.404672
288,82.0,4451.0,51.684949,-1.404433
289,82.0,4467.2,51.68494,-1.404206
290,82.0,4483.5,51.684929,-1.403969
291,82.0,4499.8,51.684919,-1.40374
292,81.7,4516.1,51.684907,-1.403498
293,81.4,4532.3,51.684895,-1.403262
294,81.1,4548.4,51.684884,-1.403032
295,81.0,4564.4,51.684875,-1.402789
296,81.0,4580.5,51.684866,-1.402558
297,81.0,4596.6,51.684857,-1.402328
298,81.0,4612.7,51.684848,-1.402096
299,81.2,4628.9,51.684838,-1.401865
300,81.4,4645.0,51.68483,-1.401626
301,81.6,4661.1,51.684822,-1.401397
302,81.7,4677.2,51.684813,-1.401165
303,81.7,4693.3,51.684805,-1.400933
304,81.7,4709.4,51.684796,-1.400698
305,81.8,4725.3,51.684785,-1.400475
306,81.8,4741.2,51.684775,-1.400238
307,81.8,4757.2,51.684765,-1.400008
308,81.8,4773.0,51.684756,-1.399788
309,81.8,4788.8,51.684748,-1.39956
310,81.8,4804.6,51.684739,-1.399335
311,81.8,4820.3,51.68473,-1.39911
312,81.8,4836.0,51.684722,-1.398891
313,81.8,4851.7,51.684714,-1.398667
314,81.6,4867.3,51.684706,-1.398438
315,81.4,4883.0,51.684695,-1.398219
316,81.2,4898.7,51.684681,-1.397992
317,81.1,4914.5,51.684666,-1.397763
318,81.1,4930.3,51.684653,-1.397537
319,81.1,4946.1,51.684641,-1.397314
320,81.1,4962.0,51.684628,-1.397083
321,80.8,4977.9,51.684616,-1.396857
322,80.5,4993.7,51.684605,-1.396633
323,80.2,5009.6,51.684594,-1.396415
324,80.0,5025.4,51.684584,-1.396196
325,80.0,5041.2,51.684575,-1.39597
326,80.0,5057.2,51.684564,-1.395732
327,79.9,5073.2,51.684555,-1.395509
328,79.7,5089.2,51.684545,-1.395271
329,79.4,5105.3,51.684535,-1.395041
330,79.1,5121.4,51.684528,-1.394814
331,78.9,5137.5,51.684521,-1.394572
332,78.8,5153.7,51.684515,-1.394338
333,78.8,5170.0,51.684511,-1.394104
334,78.8,5186.6,51.684509,-1.393857
335,78.7,5203.2,51.68451,-1.393616
336,78.4,5219.8,51.684511,-1.393374
337,78.2,5236.3,51.684517,-1.393128
338,77.9,5253.0,51.684522,-1.392891
339,77.9,5269.9,51.684525,-1.392649
340,77.9,5286.7,51.684532,-1.392405
341,77.9,5303.6,51.684541,-1.392162
342,78.1,5320.6,51.684551,-1.391918
343,78.4,5337.6,51.684566,-1.391671
344,78.8,5354.8,51.684585,-1.391425
345,78.9,5372.1,51.684605,-1.391182
346,78.6,5389.5,51.684623,-1.390929
347,78.4,5407.1,51.684642,-1.390677
348,78.1,5424.8,51.684663,-1.390422
349,77.6,5442.8,51.684687,-1.390175
350,77.2,5460.7,51.684713,-1.389921
351,76.7,5478.8,51.684743,-1.38966
352,76.6,5497.0,51.684776,-1.389406
353,76.7,5515.3,51.684809,-1.389148
354,76.7,5533.5,51.684841,-1.388901
355,76.6,5551.6,51.684873,-1.388639
356,76.3,5569.8,51.68491,-1.388383
357,76.1,5588.0,51.684948,-1.388121
358,75.9,5606.3,51.684989,-1.387873
359,75.7,5624.4,51.685032,-1.387627
360,75.5,5642.6,51.685073,-1.387383
361,75.3,5660.9,51.685117,-1.387126
362,75.1,5679.0,51.685162,-1.386878
363,75.0,5697.2,51.685209,-1.386626
364,74.8,5715.4,51.685258,-1.386381
365,74.5,5733.6,51.685309,-1.386134
366,74.0,5751.8,51.685361,-1.385892
367,73.6,5769.7,51.685414,-1.38565
368,73.1,5787.4,51.685467,-1.38542
369,72.6,5804.9,51.685521,-1.385186
370,72.2,5822.3,51.685577,-1.384955
371,71.8,5839.6,51.685632,-1.384737
372,71.7,5856.7,51.685689,-1.3845
373,72.0,5873.8,51.685749,-1.384285
374,72.3,5890.8,51.685809,-1.384063
375,72.5,5907.8,51.685868,-1.383848
376,72.8,5924.9,51.685932,-1.383629
377,73.2,5941.9,51.685998,-1.383406
378,73.6,5958.9,51.686065,-1.38319
379,73.9,5975.8,51.686131,-1.382979
380,74.0,5992.7,51.6862,-1.38276
381,74.0,6009.5,51.686265,-1.382548
382,74.0,6026.4,51.686335,-1.382335
383,74.0,6043.3,51.68641,-1.382118
384,74.2,6060.2,51.686483,-1.381909
385,74.5,6077.2,51.686554,-1.3817
386,74.7,6094.0,51.686628,-1.38148
387,75.0,6111.0,51.686699,-1.381262
388,75.2,6127.9,51.686767,-1.381046
389,75.5,6144.7,51.686841,-1.380828
390,75.8,6161.5,51.68691,-1.380615
391,76.0,6178.3,51.686979,-1.380405
392,76.3,6195.0,51.687049,-1.380197
393,76.5,6211.7,51.687115,-1.379987
394,76.8,6228.5,51.687188,-1.379762
395,77.0,6245.2,51.687258,-1.379549
396,77.3,6262.0,51.687324,-1.379337
397,77.6,6278.8,51.68739,-1.379123
398,77.8,6295.6,51.687457,-1.378906
399,78.1,6312.4,51.687523,-1.378686
400,78.5,6329.1,51.687594,-1.378468
401,79.0,6345.9,51.687666,-1.378254
402,79.5,6362.6,51.687734,-1.378048
403,79.9,6379.2,51.687803,-1.377838
404,80.0,6395.7,51.687874,-1.377625
405,79.9,6412.2,51.687943,-1.377418
406,79.8,6428.7,51.688011,-1.37721
407,79.7,6445.0,51.688078,-1.377002
408,79.8,6461.4,51.688146,-1.376793
409,79.9,6477.6,51.688211,-1.376588
410,80.0,6493.6,51.688284,-1.376382
411,80.0,6509.5,51.688349,-1.376184
412,79.8,6525.2,51.688419,-1.375977
413,79.6,6540.7,51.688482,-1.375785
414,79.5,6556.0,51.688548,-1.375587
415,79.3,6571.3,51.688611,-1.375395
416,79.2,6586.4,51.68867,-1.375205
417,79.0,6601.3,51.688731,-1.375013
418,79.0,6616.2,51.68879,-1.374818
419,79.0,6631.1,51.688849,-1.374631
420,79.2,6645.8,51.68891,-1.374442
421,79.4,6660.4,51.68892,-1.37421
422,79.7,6675.0,51.688985,-1.374026
423,79.9,6689.7,51.689049,-1.373844
424,80.1,6704.2,51.689112,-1.373665
425,80.3,6718.8,51.689181,-1.373472
426,80.5,6733.4,51.689243,-1.373295
427,80.8,6747.9,51.689308,-1.373113
428,81.0,6762.4,51.689371,-1.372933
429,80.8,6777.0,51.689433,-1.372758
430,80.6,6791.4,51.689495,-1.372583
431,80.4,6805.8,51.689554,-1.372414
432,80.1,6820.1,51.689615,-1.372243
433,79.8,6834.3,51.689678,-1.372064
434,79.5,6848.6,51.689739,-1.37189
435,79.2,6862.9,51.689805,-1.371719
436,79.0,6877.3,51.689877,-1.371537
437,79.0,6891.5,51.689944,-1.371365
438,79.0,6905.7,51.690012,-1.371194
439,79.0,6919.8,51.690078,-1.371024
440,79.0,6934.1,51.690144,-1.370857
441,79.0,6948.2,51.690212,-1.370683
442,78.9,6962.3,51.690284,-1.370501
443,78.8,6976.4,51.690356,-1.370338
444,78.7,6990.4,51.690431,-1.370168
445,78.8,7004.4,51.690504,-1.370001
446,78.7,7018.3,51.690577,-1.369837
447,78.7,7032.4,51.69065,-1.369671
448,78.7,7046.3,51.690723,-1.369506
449,78.9,7060.2,51.690795,-1.369343
450,79.1,7074.2,51.690866,-1.369182
451,79.3,7088.1,51.690943,-1.369029
452,79.5,7101.9,51.691023,-1.368876
453,79.6,7115.7,51.691102,-1.368723
454,79.6,7129.5,51.69118,-1.36858
455,79.7,7143.3,51.691266,-1.368431
456,79.9,7157.0,51.691349,-1.368285
457,80.1,7170.7,51.691429,-1.368146
458,80.4,7184.4,51.691519,-1.368014
459,80.7,7198.2,51.691615,-1.367881
460,81.1,7212.0,51.691709,-1.367751
461,81.3,7225.8,51.691805,-1.367617
462,81.4,7239.6,51.691899,-1.367486
463,81.4,7253.5,51.691991,-1.367359
464,81.4,7267.4,51.692096,-1.367244
465,81.0,7281.3,51.692202,-1.367128
466,80.6,7295.3,51.692301,-1.36702
467,80.3,7309.2,51.692407,-1.366905
468,80.0,7323.0,51.692502,-1.366801
469,79.7,7336.9,51.692606,-1.366687
470,79.5,7350.7,51.692708,-1.366575
471,79.3,7364.5,51.692802,-1.366472
472,79.1,7378.2,51.692909,-1.366358
473,79.1,7392.0,51.693013,-1.36625
474,79.2,7406.0,51.693118,-1.366142
475,79.4,7419.9,51.693223,-1.366033
476,79.5,7433.8,51.693325,-1.365926
477,79.6,7447.7,51.693432,-1.365815
478,79.7,7461.6,51.693541,-1.365702
479,79.9,7475.5,51.693646,-1.365593
480,80.0,7489.3,51.693753,-1.365482
481,80.4,7503.1,51.693853,-1.365378
482,80.8,7517.0,51.693956,-1.365267
483,81.2,7530.7,51.694055,-1.36516
484,81.7,7544.4,51.694158,-1.365048
485,82.2,7557.9,51.694257,-1.364939
486,82.7,7571.5,51.694361,-1.364827
487,83.3,7585.0,51.694461,-1.364717
488,83.9,7598.5,51.694563,-1.364606
489,85.3,7612.0,51.694667,-1.364494
490,86.8,7625.6,51.694773,-1.364378
491,88.1,7639.1,51.694872,-1.36427
492,89.2,7652.7,51.694963,-1.364152
493,90.3,7666.2,51.69506,-1.364016
494,91.2,7679.8,51.695151,-1.363888
495,91.9,7693.4,51.69524,-1.363764
496,92.6,7707.0,51.695331,-1.363637
497,93.0,7720.6,51.69541,-1.363507
498,93.0,7734.2,51.695493,-1.363365
499,92.9,7748.2,51.695573,-1.363227
500,92.6,7762.0,51.695658,-1.363081
501,92.3,7775.9,51.69573,-1.36293
502,92.2,7789.7,51.695803,-1.362773
503,92.1,7803.6,51.695874,-1.362618
504,91.9,7817.7,51.695947,-1.362451
505,91.8,7831.8,51.696013,-1.362296
506,91.6,7846.1,51.696083,-1.36213
507,91.2,7860.4,51.696156,-1.36195
508,90.8,7874.7,51.696215,-1.361768
509,90.4,7888.8,51.696273,-1.36159
510,90.3,7902.8,51.69633,-1.361413
511,90.2,7917.0,51.69638,-1.361228
512,90.5,7931.1,51.696426,-1.361043
513,90.7,7945.1,51.696472,-1.360858
514,91.0,7959.1,51.69652,-1.360664
515,91.3,7973.2,51.696567,-1.360476
516,91.6,7987.3,51.69661,-1.360301
517,92.0,8001.2,51.696657,-1.360113
518,92.4,8015.1,51.696701,-1.359933
519,92.7,8028.9,51.696742,-1.35976
520,93.0,8042.6,51.696784,-1.359579
521,93.0,8056.2,51.696829,-1.359389
522,93.0,8069.8,51.696876,-1.359225
523,93.0,8083.3,51.69693,-1.359051
524,93.0,8096.8,51.696982,-1.358881
525,93.0,8110.1,51.697038,-1.358712
526,92.7,8123.5,51.697099,-1.35855
527,92.4,8136.8,51.697162,-1.358382
528,92.0,8149.9,51.697222,-1.358221
529,91.7,8163.1,51.69728,-1.358066
530,91.4,8176.1,51.697342,-1.357902
531,91.4,8189.1,51.697402,-1.357741
532,91.5,8202.0,51.697461,-1.357579
533,91.6,8214.8,51.697528,-1.357432
534,91.7,8227.6,51.697612,-1.357307
535,91.9,8240.4,51.697688,-1.357162
536,92.1,8253.2,51.697763,-1.357018
537,92.5,8265.9,51.697837,-1.356882
538,92.8,8278.7,51.697916,-1.35675
539,93.1,8291.5,51.697992,-1.356624
540,93.3,8304.2,51.698074,-1.356489
541,93.5,8316.8,51.698158,-1.356366
542,93.7,8329.6,51.698251,-1.356228
543,94.0,8342.4,51.698331,-1.356111
544,94.4,8355.0,51.698419,-1.355981
545,94.7,8367.7,51.698504,-1.355861
546,95.0,8380.3,51.698594,-1.355752
547,95.2,8392.9,51.698678,-1.355651
548,95.6,8405.4,51.698767,-1.355544
549,95.9,8417.9,51.698853,-1.355441
550,96.3,8430.3,51.698942,-1.355348
551,96.6,8442.6,51.699034,-1.355256
552,96.8,8454.8,51.699124,-1.355166
553,97.0,8466.9,51.699216,-1.355074
554,97.0,8479.0,51.699312,-1.354978
555,97.0,8491.1,51.699406,-1.354884
556,97.0,8503.3,51.699499,-1.354791
557,96.9,8515.4,51.699589,-1.354701
558,97.3,8527.5,51.699685,-1.354605
559,97.8,8539.6,51.699777,-1.354513
560,98.2,8551.6,51.699871,-1.354419
561,98.5,8563.8,51.699964,-1.354326
562,98.9,8575.9,51.700052,-1.354238
563,99.2,8588.0,51.700144,-1.354146
564,99.5,8600.2,51.700234,-1.354051
565,99.8,8612.4,51.700326,-1.353949
566,100.0,8624.7,51.700418,-1.353848
567,100.1,8637.0,51.700511,-1.353745
568,100.0,8649.5,51.700597,-1.353643
569,99.9,8662.1,51.700687,-1.353528
570,99.7,8674.5,51.700773,-1.353418
571,99.4,8687.0,51.700858,-1.353309
572,99.1,8699.5,51.700938,-1.353192
573,98.7,8712.0,51.701033,-1.353053
574,98.2,8724.6,51.701117,-1.35293
575,98.2,8737.0,51.701206,-1.3528
576,98.3,8749.4,51.701281,-1.352672
577,98.3,8761.8,51.701356,-1.352538
578,98.4,8774.3,51.701433,-1.352401
579,98.5,8786.8,51.701507,-1.352269
580,98.5,8799.3,51.70158,-1.35214
581,98.5,8811.8,51.701676,-1.352058
582,98.7,8824.2,51.701738,-1.351922
583,98.9,8836.5,51.701804,-1.351791
584,99.2,8848.8,51.701867,-1.351654
585,99.4,8861.0,51.701928,-1.351516
586,99.7,8873.2,51.701994,-1.351383
587,100.0,8885.3,51.702066,-1.351251
588,99.9,8897.3,51.702131,-1.351115
589,99.7,8909.3,51.702202,-1.35099
590,99.6,8921.2,51.702273,-1.350854
591,99.5,8933.0,51.702336,-1.35072
592,99.5,8944.8,51.7024,-1.350584
593,99.6,8956.6,51.702469,-1.350452
594,99.7,8968.5,51.702531,-1.350308
595,100.0,8980.4,51.702589,-1.350158
596,100.3,8992.3,51.702645,-1.350005
597,100.5,9004.2,51.702721,-1.349858
598,100.9,9015.9,51.70278,-1.34971
599,101.3,9027.5,51.702835,-1.349564
600,101.1,9038.8,51.702882,-1.349423
601,100.8,9050.1,51.702948,-1.3493
602,100.4,9061.1,51.703023,-1.349193
603,99.9,9071.8,51.703099,-1.349112
604,99.6,9082.2,51.703173,-1.349027
605,99.3,9092.2,51.703242,-1.348917
606,99.1,9101.9,51.703293,-1.348796
607,99.2,9110.7,51.703321,-1.34869
608,99.4,9118.8,51.703314,-1.34858
609,99.7,9126.7,51.703268,-1.348508
610,100.1,9134.6,51.703166,-1.348495
611,100.3,9143.0,51.70312,-1.348452
612,100.5,9151.5,51.70305,-1.348485
613,100.6,9160.2,51.703022,-1.348562
614,100.7,9169.1,51.702988,-1.348625
615,101.0,9178.1,51.702914,-1.348806
616,101.2,9187.3,51.702859,-1.348989
617,101.3,9196.6,51.702803,-1.349154
618,101.5,9206.2,51.70276,-1.349302
619,101.7,9216.0,51.702718,-1.349437
620,101.9,9226.0,51.702673,-1.349577
621,101.5,9236.2,51.702621,-1.349715
622,101.2,9246.5,51.702565,-1.349863
623,100.9,9257.0,51.702509,-1.350012
624,100.7,9267.7,51.702448,-1.350164
625,100.6,9278.6,51.702383,-1.350305
626,100.5,9289.6,51.702318,-1.35044
627,100.6,9300.9,51.702245,-1.350564
628,100.7,9312.3,51.702174,-1.350695
629,100.9,9323.7,51.702103,-1.350831
630,100.7,9335.2,51.70203,-1.350964
631,100.4,9346.9,51.701959,-1.351094
632,100.1,9358.8,51.701888,-1.351223
633,99.8,9370.7,51.701818,-1.351356
634,99.5,9382.7,51.701749,-1.351493
635,99.3,9394.4,51.70168,-1.351623
636,99.1,9406.1,51.701607,-1.351755
637,99.0,9417.8,51.701532,-1.351882
