secs,alt,distance,lat,lon
0,43.61,0.0,50.92275,0.00044
1,44.02,26.727827283217927,50.92287,0.0007700000000000001
2,44.47,55.50126861144071,50.92295000000001,0.00116
3,46.410000000000004,106.02648112928813,50.92296000221427,0.001879999880969
4,47.720000000000006,156.5516886332344,50.92297000000001,0.0026000000000000003
5,44.82000000000001,225.4619320251711,50.92304500405399,0.0035749983559380002
6,43.59,294.3721856395505,50.923120000000004,0.00455
7,40.86,352.77204343393254,50.92316000292301,0.005379998894936001
8,40.52,411.17195631592244,50.9232,0.00621
9,39.64,484.65690569741366,50.923320000000004,0.007240000000000001
10,37.00000000000001,547.5670243831298,50.92362000000001,0.008
11,36.44,585.3981954980994,50.92371000000001,0.00852
12,36.0,604.4705796406471,50.923730000000006,0.008790000000000001
13,35.22,620.9482229399559,50.923700000000004,0.00902
14,34.38,686.8575504532246,50.9234,0.00983
15,34.06,714.6809418269528,50.92331,0.0102
16,34.06,714.6809418269528,50.92331,0.0102
17,33.61,732.4142247589359,50.923260000000006,0.010440000000000001
18,33.120000000000005,769.166205514947,50.92322000000001,0.010960000000000001
19,30.19,846.5403376983049,50.92286334101265,0.011906681114274
20,28.01,923.9144698832887,50.92250667437107,0.012853347714076
21,27.790000000000003,1001.2886184539741,50.92215,0.013800000000000002
22,28.0,1028.7316454773413,50.922070000000005,0.01417
23,27.900000000000002,1066.2846618077797,50.92215,0.014690000000000002
24,26.400000000000002,1129.7916264781331,50.922450000000005,0.015460000000000002
25,26.400000000000002,1129.7916264781331,50.92244,0.015460000000000002
26,26.0,1173.1284503405047,50.92264,0.01599
27,26.0,1187.0835469440674,50.922740000000005,0.016110000000000003
28,27.470000000000002,1250.0776420774332,50.922880000000006,0.016980000000000002
29,29.0,1305.2756324729253,50.923140000000004,0.017650000000000002
30,31.650000000000002,1382.5010775701423,50.923535003469595,0.018554992252287003
31,32.0,1459.7265335970228,50.923930000000006,0.01946
32,32.0,1484.1846715729685,50.924110000000006,0.01966
33,31.720000000000006,1525.200726827335,50.92443,0.019950000000000002
34,31.000000000000004,1568.0723772479455,50.924800000000005,0.020120000000000002
35,28.0,1602.6842251015369,50.92510000000001,0.01999
36,26.01,1660.4248264048704,50.92556500045758,0.020354996264221003
37,23.630000000000003,1718.1654553585272,50.926030000000004,0.020720000000000002
38,21.94,1765.2946967167832,50.926350000000006,0.02116
39,19.41,1808.678995115752,50.92654,0.0217
40,16.94,1844.043737634558,50.92667,0.022160000000000003
41,16.880000000000003,1852.9524559052657,50.92671000000001,0.02227
42,16.900000000000002,1852.9524559052657,50.92671000000001,0.022260000000000002
43,15.780000000000003,1895.7287376011982,50.926930000000006,0.022760000000000002
44,15.070000000000002,1949.1957165657623,50.927350000000004,0.02313
45,14.090000000000002,2039.768685971051,50.928140000000006,0.023440000000000003
46,13.0,2135.3585261907356,50.92895500088182,0.023869992514537003
47,14.55,2230.948344769968,50.929770000000005,0.024300000000000002
48,18.320000000000004,2325.1826669606407,50.93057,0.02474
49,20.57,2357.286493839934,50.93085000000001,0.02485
50,21.68,2386.7624618271657,50.931110000000004,0.02493
51,24.66,2439.37156405447,50.931580000000004,0.02485
52,27.23,2495.7615625769145,50.932080000000006,0.024980000000000002
53,29.720000000000002,2567.4048480746687,50.932680000565405,0.025349995214882
54,28.96,2639.048138151793,50.93328,0.025720000000000003
55,28.990000000000002,2639.048138151793,50.93327000000001,0.025720000000000003
56,26.650000000000002,2715.3494885315363,50.933910000000004,0.02611
57,25.830000000000002,2815.1024138413118,50.93479500030631,0.026334995741146002
58,25.07,2914.8553188320275,50.935680000000005,0.026560000000000004
