secs, cad, hr, km, kph, nm, watts, alt, lon, lat, headwind, slope, temp, interval, lrbalance, lte, rte, lps, rps, smo2, thb, o2hb, hhb
63,72,96,0.337,32.0976,0,29,73,-1.10561,51.7043,0,-0.909091,31,0,50,0,0,0,0,0,0,0,0
64,72,95,0.345,30.798,0,29,73,-1.1056,51.7042,0,-0.909091,31,0,50,0,0,0,0,0,0,0,0
65,72,93,0.354,30.6,0,29,73,-1.10559,51.7041,0,-0.909091,31,0,50,0,0,0,0,0,0,0,0
66,72,91,0.362,30.6972,0,29,73,-1.10558,51.704,0,-0.909091,31,0,50,0,0,0,0,0,0,0,0
67,32,90,0.368,30.6972,0,5,73,-1.10557,51.7039,0,-0.909091,31,0,50,0,0,0,0,0,0,0,0
68,32,90,0.379,30.6,0,5,73,-1.10555,51.7039,0,4.9738e-15,31,0,50,0,0,0,0,0,0,0,0
69,83,90,0.387,29.7,0,36,73,-1.10553,51.7038,0,4.9738e-15,31,0,50,0,0,0,0,0,0,0,0
70,45,90,0.393,28.5984,0,36,72,-1.10552,51.7037,0,-1.66667,31,0,50,0,0,0,0,0,0,0,0
71,45,90,0.402,28.098,0,36,73,-1.10551,51.7036,0,-0.555556,31,0,50,0,0,0,0,0,0,0,0
72,50,91,0.41,26.5968,0,36,73,-1.1055,51.7036,0,-0.555556,31,0,50,0,0,0,0,0,0,0,0
73,38,91,0.416,24.9984,0,36,73,-1.10549,51.7035,0,-0.555556,31,0,50,0,0,0,0,0,0,0,0
74,68,91,0.423,25.2972,0,67,73,-1.10547,51.7034,0,-0.555556,31,0,50,0,0,0,0,0,0,0,0
75,73,91,0.431,26.1,0,94,73,-1.10546,51.7034,0,-0.555556,31,0,50,0,0,0,0,0,0,0,0
76,75,91,0.439,26.8992,0,78,72,-1.10546,51.7033,0,-1.80556,31,0,50,0,0,0,0,0,0,0,0
77,78,90,0.448,27.5976,0,62,72,-1.10546,51.7032,0,-1.80556,31,0,50,0,0,0,0,0,0,0,0
78,80,89,0.452,28.1988,0,79,72,-1.10547,51.7032,0,-1.80556,31,0,50,0,0,0,0,0,0,0,0
79,58,87,0.462,28.1988,0,31,72,-1.1055,51.7031,0,-1.80556,31,0,50,0,0,0,0,0,0,0,0
80,58,86,0.471,28.098,0,31,72,-1.10557,51.703,0,-0.138889,31,0,50,0,0,0,0,0,0,0,0
81,58,85,0.479,29.0988,0,31,71,-1.10564,51.703,0,-2.5,31,0,50,0,0,0,0,0,0,0,0
82,58,84,0.488,30.2976,0,31,71,-1.10572,51.7029,0,-2.5,31,0,50,0,0,0,0,0,0,0,0
83,58,84,0.496,31.3992,0,31,71,-1.1058,51.7029,0,-2.5,31,0,50,0,0,0,0,0,0,0,0
84,59,84,0.504,31.9968,0,8,70,-1.10588,51.7028,0,-3.75,31,0,50,0,0,0,0,0,0,0,0
85,59,84,0.513,32.2992,0,8,70,-1.10596,51.7027,0,-3.75,31,0,50,0,0,0,0,0,0,0,0
86,59,83,0.521,31.9968,0,8,70,-1.10604,51.7027,0,-2.5,31,0,50,0,0,0,0,0,0,0,0
87,59,83,0.527,31.5972,0,8,70,-1.10611,51.7026,0,-2.5,31,0,50,0,0,0,0,0,0,0,0
88,0,82,0.538,30.0996,0,0,70,-1.10619,51.7025,0,-2.5,31,0,50,0,0,0,0,0,0,0,0
89,0,82,0.546,27.6984,0,0,70,-1.10625,51.7025,0,-2.5,31,0,50,0,0,0,0,0,0,0,0
90,0,81,0.555,27.2988,0,0,70,-1.10631,51.7024,0,-2.5,31,0,50,0,0,0,0,0,0,0,0
91,81,81,0.559,28.2996,0,168,70,-1.10637,51.7024,0,-1.25,30,0,50,0,0,0,0,0,0,0,0
92,83,80,0.567,29.3976,0,130,70,-1.10643,51.7023,0,-1.25,30,0,50,0,0,0,0,0,0,0,0
93,87,80,0.578,30.798,0,114,70,-1.10649,51.7022,0,-1.25,30,0,50,0,0,0,0,0,0,0,0
94,73,79,0.59,31.8996,0,28,70,-1.10656,51.7022,0,5.68434e-15,30,0,50,0,0,0,0,0,0,0,0
95,73,79,0.597,32.4,0,28,70,-1.10662,51.7021,0,5.68434e-15,30,0,50,0,0,0,0,0,0,0,0
96,73,79,0.607,33.3,0,28,70,-1.10667,51.702,0,5.68434e-15,30,0,50,0,0,0,0,0,0,0,0
97,73,79,0.618,33.5988,0,28,69,-1.10673,51.7019,0,-0.909091,30,0,50,0,0,0,0,0,0,0,0
98,0,80,0.626,32.9976,0,0,69,-1.10677,51.7019,0,-0.909091,30,0,50,0,0,0,0,0,0,0,0
99,0,81,0.632,33.6996,0,0,69,-1.10681,51.7018,0,-0.909091,30,0,50,0,0,0,0,0,0,0,0
100,0,82,0.645,35.298,0,0,69,-1.10684,51.7017,0,-0.909091,30,0,50,0,0,0,0,0,0,0,0
101,0,83,0.655,36.198,0,0,68,-1.10685,51.7016,0,-1.90909,30,0,50,0,0,0,0,0,0,0,0
102,0,83,0.664,35.298,0,0,68,-1.10686,51.7015,0,-1.90909,30,0,50,0,0,0,0,0,0,0,0
103,0,84,0.674,35.1,0,0,67,-1.10685,51.7014,0,-2.90909,30,0,50,0,0,0,0,0,0,0,0
104,0,84,0.678,34.5996,0,0,66,-1.10685,51.7013,0,-3.90909,30,0,50,0,0,0,0,0,0,0,0
105,0,82,0.693,33.3972,0,0,65,-1.10684,51.7013,0,-4.57576,30,0,50,0,0,0,0,0,0,0,0
106,0,82,0.701,34.9992,0,0,65,-1.10685,51.7012,0,-4.57576,30,0,50,0,0,0,0,0,0,0,0
107,0,80,0.712,37.1988,0,0,65,-1.10685,51.7011,0,-3.66667,30,0,50,0,0,0,0,0,0,0,0
108,0,79,0.722,38.7,0,0,64,-1.10685,51.701,0,-4.66667,30,0,50,0,0,0,0,0,0,0,0
109,0,78,0.735,39.8988,0,0,62,-1.10686,51.7009,0,-6.20513,30,0,50,0,0,0,0,0,0,0,0
110,0,76,0.745,40.9968,0,0,61,-1.10688,51.7008,0,-7.20513,30,0,50,0,0,0,0,0,0,0,0
111,0,75,0.756,39.4992,0,0,61,-1.10691,51.7006,0,-6.20513,30,0,50,0,0,0,0,0,0,0,0
112,0,74,0.766,38.9988,0,0,60,-1.10695,51.7006,0,-7.20513,30,0,50,0,0,0,0,0,0,0,0
113,0,74,0.781,37.8,0,0,59,-1.107,51.7005,0,-6.87179,30,0,50,0,0,0,0,0,0,0,0
114,0,73,0.789,37.6992,0,0,58,-1.10705,51.7004,0,-7.12179,30,0,50,0,0,0,0,0,0,0,0
115,0,72,0.798,36.4968,0,0,58,-1.1071,51.7003,0,-6.45513,30,0,50,0,0,0,0,0,0,0,0
116,0,71,0.808,32.8968,0,0,57,-1.10716,51.7002,0,-7.45513,30,0,50,0,0,0,0,0,0,0,0
117,0,71,0.814,31.0968,0,0,57,-1.10723,51.7001,0,-7.45513,30,0,50,0,0,0,0,0,0,0,0
118,0,71,0.827,31.0968,0,0,57,-1.10729,51.7001,0,-6.45513,30,0,50,0,0,0,0,0,0,0,0
119,0,71,0.833,30.8988,0,0,57,-1.10737,51.7,0,-4.91667,30,0,50,0,0,0,0,0,0,0,0
120,52,71,0.844,30.8988,0,4,56,-1.10747,51.6999,0,-4.82576,30,0,50,0,0,0,0,0,0,0,0
121,46,71,0.852,30.2976,0,4,56,-1.10757,51.6999,0,-4.82576,30,0,50,0,0,0,0,0,0,0,0
122,59,71,0.858,29.5992,0,4,56,-1.10768,51.6999,0,-3.82576,30,0,50,0,0,0,0,0,0,0,0
123,83,71,0.865,29.0988,0,77,57,-1.10779,51.6998,0,-1.73052,30,0,50,0,0,0,0,0,0,0,0
124,84,71,0.875,29.7,0,177,57,-1.1079,51.6998,0,-0.480519,30,0,50,0,0,0,0,0,0,0,0
125,88,71,0.884,30.8988,0,238,57,-1.10802,51.6998,0,-0.480519,30,0,50,0,0,0,0,0,0,0,0
126,90,71,0.894,32.0976,0,263,57,-1.10814,51.6998,0,0.519481,30,0,50,0,0,0,0,0,0,0,0
127,93,71,0.902,33.1992,0,219,57,-1.10826,51.6997,0,0.519481,30,0,50,0,0,0,0,0,0,0,0
128,97,72,0.911,34.0992,0,252,57,-1.10838,51.6997,0,0.519481,30,0,50,0,0,0,0,0,0,0,0
129,99,74,0.921,35.1,0,241,57,-1.10851,51.6996,0,0.519481,30,0,50,0,0,0,0,0,0,0,0
130,100,75,0.932,35.4996,0,154,57,-1.10864,51.6996,0,1.42857,30,0,50,0,0,0,0,0,0,0,0
131,82,79,0.944,35.4996,0,56,57,-1.10878,51.6996,0,1.42857,30,0,50,0,0,0,0,0,0,0,0
132,82,83,0.953,33.498,0,56,57,-1.10891,51.6996,0,1.42857,30,0,50,0,0,0,0,0,0,0,0
133,82,85,0.959,32.2992,0,56,56,-1.10904,51.6995,0,-1.66667,30,0,50,0,0,0,0,0,0,0,0
134,82,89,0.969,29.5992,0,56,56,-1.10916,51.6995,0,-1.66667,30,0,50,0,0,0,0,0,0,0,0
135,0,91,0.976,28.8972,0,0,56,-1.10928,51.6995,0,-1.66667,30,0,50,0,0,0,0,0,0,0,0
136,84,93,0.986,29.7972,0,206,55,-1.10939,51.6995,0,-2.66667,30,0,50,0,0,0,0,0,0,0,0
137,86,94,0.995,30.3984,0,204,55,-1.1095,51.6994,0,-2.66667,30,0,50,0,0,0,0,0,0,0,0
138,86,94,1.003,30.6,0,100,55,-1.10961,51.6994,0,-2.66667,30,0,50,0,0,0,0,0,0,0,0
139,52,94,1.011,30.2976,0,1,55,-1.10973,51.6994,0,-2.66667,30,0,50,0,0,0,0,0,0,0,0
140,52,93,1.018,29.7972,0,1,55,-1.10984,51.6994,0,-2.66667,30,0,50,0,0,0,0,0,0,0,0
141,42,92,1.022,28.998,0,1,55,-1.10995,51.6994,0,-2.66667,30,0,50,0,0,0,0,0,0,0,0
142,59,91,1.034,28.8,0,9,55,-1.11007,51.6994,0,-2.66667,30,0,50,0,0,0,0,0,0,0,0
143,82,90,1.043,29.2968,0,125,55,-1.11018,51.6994,0,-1,30,0,50,0,0,0,0,0,0,0,0
144,84,90,1.051,29.4984,0,73,54,-1.1103,51.6993,0,-2.25,30,0,50,0,0,0,0,0,0,0,0
145,84,91,1.06,29.7972,0,111,54,-1.11042,51.6993,0,-2.25,30,0,50,0,0,0,0,0,0,0,0
146,86,92,1.068,30.4992,0,166,54,-1.11055,51.6993,0,-1.25,30,0,50,0,0,0,0,0,0,0,0
147,88,94,1.076,31.1976,0,212,54,-1.11068,51.6993,0,-1.25,30,0,50,0,0,0,0,0,0,0,0
148,90,94,1.085,31.698,0,138,54,-1.1108,51.6993,0,-1.25,30,0,50,0,0,0,0,0,0,0,0
