secs,altitude,distance,lat,lon
0,52.76,0.0,51.38624,-0.5772200000000001
1,53.00000000000001,51.726519529855814,51.38659000112693,-0.577709996399551
2,48.0,103.45300795728386,51.38694,-0.5782
3,48.0,122.59128279811581,51.387080000000005,-0.5783600000000001
4,47.82,140.28505128540098,51.386990000000004,-0.57857
5,47.1,210.8226212764451,51.38671500355703,-0.579485005517546
6,46.37,281.3601883693643,51.38644000000001,-0.5804
7,46.37,281.3601883693643,51.38644000000001,-0.5804100000000001
8,46.510000000000005,345.21149158660126,51.38620000295983,-0.5812450044040091
9,47.550000000000004,409.0627910177965,51.385960000000004,-0.58208
10,47.650000000000006,495.8560200480991,51.38559000000001,-0.58318
11,47.53,584.8483232160106,51.385180000000005,-0.58428
12,47.510000000000005,668.74781556512,51.38473500409771,-0.585255009365934
13,47.510000000000005,752.6473276791032,51.38429000000001,-0.58623
14,47.970000000000006,820.8321089103882,51.383910002516835,-0.58700000640614
15,49.21,889.0168879095488,51.38353000000001,-0.58777
16,49.32,959.3055320155487,51.383080002195356,-0.588480006901943
17,49.32,1029.5941917959542,51.382630000000006,-0.58919
18,49.27,1104.5981001577516,51.38212500221456,-0.589905007834002
19,49.27,1179.6020201145695,51.381620000000005,-0.59062
20,49.49,1276.0194799884916,51.38094,-0.59148
21,49.79,1317.3116684436202,51.380660000000006,-0.59187
22,49.79,1317.3116684436202,51.38065,-0.59187
23,50.75,1401.6484157018365,51.38008000000001,-0.59267
24,52.51,1471.6457263027614,51.37964000220052,-0.593390006930399
25,51.480000000000004,1541.6430351282195,51.379200000000004,-0.59411
26,50.78,1597.2115933907555,51.37897,-0.59482
27,52.38,1628.7543519437095,51.3789,-0.59526
28,57.0,1714.3799872580782,51.37885000000001,-0.5964900000000001
29,57.0,1727.3464871078068,51.37879,-0.59665
30,58.0,1738.7563614577975,51.37872,-0.59677
31,58.0,1756.7656588969787,51.37858000000001,-0.5969000000000001
32,58.0,1763.4794355802392,51.37852,-0.59691
33,58.0,1782.853367956408,51.378350000000005,-0.59697
34,59.0,1792.869979106098,51.378260000000004,-0.59697
35,59.0,1803.471727337107,51.378170000000004,-0.59692
36,59.57,1849.762194584956,51.37782000000001,-0.5965600000000001
37,59.57,1849.762194584956,51.37782000000001,-0.5965600000000001
38,61.00000000000001,1902.4531778635524,51.377430000000004,-0.59613
39,61.00000000000001,1917.2334666233219,51.37733000000001,-0.59599
40,61.50000000000001,1948.204732693591,51.37715000000001,-0.59565
41,60.96000000000001,2012.2270362537279,51.376900000000006,-0.59482
42,61.00000000000001,2068.927235859158,51.37675,-0.59404
43,59.940000000000005,2130.101705180558,51.37673,-0.59316
44,57.71,2204.3816387459347,51.376885004602336,-0.592120003525418
45,57.03,2278.6615728772454,51.37704,-0.59108
46,57.080000000000005,2351.6283093679313,51.377250004202224,-0.5900850046167111
47,58.0,2424.595053496784,51.377460000000006,-0.58909
48,57.580000000000005,2501.212881752679,51.377565005060134,-0.588000002458662
49,59.18,2577.8307041619414,51.37767,-0.58691
50,59.17000000000001,2577.8307041619414,51.37767,-0.58692
51,57.52,2672.470018268916,51.37782334861987,-0.585580008944897
52,55.00000000000001,2767.1093323756954,51.37797668195698,-0.584240008912122
53,51.0,2861.748639593798,51.378130000000006,-0.5829000000000001
54,51.58,2940.462565881898,51.378250010618366,-0.5817833391386851
55,51.97,3019.176492169989,51.378370010623726,-0.5806666724223051
56,53.00000000000001,3097.8904079777712,51.378490000000006,-0.57955
57,53.25000000000001,3172.447606205463,51.37859500481306,-0.578490002114012
58,51.34,3247.004759767149,51.3787,-0.57743
59,51.07,3271.947041388659,51.378750000000004,-0.57708
60,51.080000000000005,3271.947041388659,51.378750000000004,-0.57709
61,51.190000000000005,3346.2200595412955,51.37891334246423,-0.576053340832545
62,52.93000000000001,3420.4930776942133,51.37907667578173,-0.5750166742665911
63,52.36,3494.7661175159656,51.37924,-0.57398
64,49.56,3594.1173809577945,51.3792550087038,-0.572550000321368
65,46.00000000000001,3693.4686239384982,51.379270000000005,-0.5711200000000001
66,44.86000000000001,3786.416765651641,51.380105000222194,-0.5711449995505
67,44.0,3879.3648584906505,51.38094,-0.5711700000000001
68,44.03000000000001,3907.738296087263,51.381190000000004,-0.57125
69,44.480000000000004,3948.5481441858537,51.381530000000005,-0.57147
70,44.480000000000004,3951.597292316317,51.381550000000004,-0.5715
71,44.47,3951.597292316317,51.381550000000004,-0.57149
72,45.1,3997.34071023149,51.381890000000006,-0.57186
73,48.2,4047.7335083738585,51.3822500007383,-0.572299996434468
74,49.06,4098.126330470839,51.38261000000001,-0.57274
75,49.260000000000005,4192.240979712627,51.38329250816944,-0.5735399642079011
76,47.23,4286.35562895369,51.38397501089221,-0.574339952275799
77,49.81000000000001,4380.470278196305,51.38465750816804,-0.5751399642047981
78,51.97,4474.584927906721,51.385340000000014,-0.57594
79,52.35000000000001,4541.549984109606,51.3857900018374,-0.576579993840813
80,52.76,4608.515012217428,51.38624,-0.5772200000000001
