,distance
1884,23036.3
1885,23049.0
1886,23061.4
1887,23073.3
1888,23085.3
1889,23097.4
1890,23109.9
1891,23122.6
1892,23135.1
1893,23147.3
1894,23159.4
1895,23171.9
1896,23184.3
1897,23196.6
1898,23208.8
1899,23220.9
1900,23232.9
1901,23245.1
1902,23256.7
1903,23268.5
1904,23280.4
1905,23292.5
1906,23305.0
1907,23317.6
1908,23330.2
1909,23342.9
1910,23355.6
1911,23368.5
1912,23381.4
1913,23394.2
1914,23406.9
1915,23419.7
1916,23431.9
1917,23443.7
1918,23455.3
1919,23466.9
1920,23478.5
1921,23490.5
1922,23502.4
1923,23514.3
1924,23526.1
1925,23537.7
1926,23549.3
1927,23561.1
1928,23572.6
1929,23584.1
1930,23595.7
1931,23607.4
1932,23619.3
1933,23631.0
1934,23642.7
1935,23654.4
1936,23666.3
1937,23678.4
1938,23690.5
1939,23702.4
1940,23714.5
1941,23726.7
1942,23739.0
1943,23751.5
1944,23763.9
1945,23776.2
1946,23788.4
1947,23800.1
1948,23811.7
1949,23823.2
1950,23834.7
1951,23846.6
1952,23858.5
1953,23870.5
1954,23882.4
1955,23894.2
1956,23906.6
1957,23919.0
1958,23931.5
1959,23943.8
1960,23956.1
1961,23968.2
1962,23980.2
1963,23992.0
1964,24003.7
1965,24015.3
1966,24027.0
1967,24038.7
1968,24050.4
1969,24062.1
1970,24073.6
1971,24085.0
1972,24096.4
1973,24107.6
1974,24118.6
1975,24129.3
1976,24139.9
1977,24149.9
1978,24160.1
1979,24170.7
1980,24181.8
1981,24193.3
1982,24205.1
1983,24217.3
1984,24229.8
1985,24242.6
1986,24255.5
1987,24268.5
1988,24281.9
1989,24295.4
1990,24309.0
1991,24322.4
1992,24335.6
1993,24348.5
1994,24361.1
1995,24373.4
1996,24385.8
1997,24398.8
1998,24412.1
1999,24425.7
2000,24439.4
2001,24453.2
2002,24466.9
2003,24480.6
2004,24494.0
2005,24507.1
2006,24519.9
2007,24532.4
2008,24544.8
2009,24557.3
2010,24569.7
2011,24582.1
2012,24594.8
2013,24607.3
2014,24619.9
2015,24632.2
2016,24644.2
2017,24656.0
2018,24667.7
2019,24679.0
2020,24690.3
2021,24701.5
2022,24712.4
2023,24723.4
2024,24734.3
2025,24745.5
2026,24756.7
2027,24767.6
2028,24779.2
2029,24790.9
2030,24802.9
2031,24815.7
2032,24828.9
2033,24842.3
2034,24855.8
2035,24869.3
2036,24882.8
2037,24896.5
2038,24910.2
2039,24923.7
2040,24937.4
2041,24951.3
2042,24965.5
2043,24979.4
2044,24993.6
2045,25007.6
2046,25021.9
2047,25036.1
2048,25050.4
2049,25064.1
2050,25077.8
2051,25091.0
2052,25104.4
2053,25118.0
2054,25131.6
2055,25145.2
2056,25158.6
2057,25171.8
2058,25185.0
2059,25198.3
2060,25211.5
2061,25224.7
2062,25238.0
2063,25251.2
2064,25264.5
2065,25278.8
2066,25293.4
2067,25307.6
2068,25321.3
2069,25334.5
2070,25347.5
2071,25360.3
2072,25373.3
2073,25386.1
2074,25399.2
2075,25412.1
2076,25424.9
2077,25437.7
2078,25450.4
2079,25462.9
2080,25475.1
2081,25487.3
2082,25499.1
2083,25510.7
2084,25522.3
2085,25534.2
2086,25546.4
2087,25558.9
2088,25571.9
2089,25585.0
2090,25598.4
2091,25611.6
2092,25624.8
2093,25638.0
2094,25650.9
2095,25663.4
2096,25676.0
2097,25688.5
2098,25700.5
2099,25712.5
2100,25724.0
2101,25735.9
2102,25747.5
2103,25758.3
2104,25768.4
2105,25777.8
2106,25786.1
2107,25793.7
2108,25801.0
2109,25808.5
2110,25816.2
2111,25824.6
2112,25834.1
2113,25844.4
2114,25855.3
2115,25866.7
2116,25878.6
2117,25890.5
2118,25902.8
2119,25915.2
2120,25928.0
2121,25940.8
2122,25954.0
2123,25967.2
2124,25980.7
2125,25994.2
2126,26007.5
2127,26020.9
2128,26034.1
2129,26047.2
2130,26060.7
2131,26074.3
2132,26087.8
2133,26101.3
2134,26114.9
2135,26128.3
2136,26141.8
2137,26155.3
2138,26168.8
2139,26182.2
2140,26195.9
2141,26209.5
2142,26223.2
2143,26236.5
2144,26249.7
2145,26262.7
2146,26275.6
2147,26288.5
2148,26301.5
2149,26314.4
2150,26327.0
2151,26339.6
2152,26352.9
2153,26366.0
2154,26379.1
2155,26392.0
2156,26404.9
2157,26417.8
2158,26430.7
2159,26443.8
2160,26456.9
2161,26469.8
2162,26482.9
2163,26496.1
2164,26509.1
2165,26522.1
2166,26535.1
2167,26547.9
2168,26560.2
2169,26571.7
2170,26583.4
2171,26595.4
2172,26607.7
2173,26620.0
2174,26632.1
2175,26643.8
2176,26655.2
2177,26666.6
2178,26678.9
2179,26691.3
2180,26703.7
2181,26716.0
2182,26728.5
2183,26740.5
2184,26752.3
2185,26763.7
2186,26774.8
2187,26785.1
2188,26794.0
2189,26802.2
2190,26809.5
2191,26817.0
2192,26824.4
2193,26833.1
2194,26842.5
2195,26852.9
2196,26863.9
2197,26875.0
2198,26886.6
2199,26898.3
2200,26910.5
2201,26923.0
2202,26935.9
2203,26949.0
2204,26962.3
2205,26975.6
2206,26989.1
2207,27002.8
2208,27016.3
2209,27030.1
2210,27043.9
2211,27057.9
2212,27071.7
2213,27085.7
2214,27099.5
2215,27113.3
2216,27127.1
2217,27140.9
2218,27154.5
2219,27168.2
2220,27181.8
2221,27195.4
2222,27208.8
2223,27221.9
2224,27234.0
2225,27246.0
2226,27258.2
2227,27270.6
2228,27283.0
2229,27295.5
2230,27307.8
2231,27319.9
2232,27331.9
2233,27344.0
2234,27356.1
2235,27368.0
2236,27379.9
2237,27391.9
2238,27403.9
2239,27416.3
2240,27428.8
2241,27441.6
2242,27454.5
2243,27467.4
2244,27480.3
2245,27492.9
2246,27505.5
2247,27518.2
2248,27530.8
2249,27543.4
2250,27555.9
2251,27568.5
2252,27581.3
2253,27594.1
2254,27606.9
2255,27619.7
2256,27632.3
2257,27644.8
2258,27657.1
2259,27669.7
2260,27682.2
2261,27694.9
2262,27707.5
2263,27720.3
2264,27732.8
2265,27745.4
2266,27757.7
2267,27769.8
2268,27781.7
2269,27793.5
2270,27805.0
2271,27816.3
2272,27827.2
2273,27838.1
2274,27849.2
2275,27860.6
2276,27871.8
2277,27882.8
2278,27893.7
2279,27904.7
2280,27916.2
2281,27928.1
2282,27940.4
2283,27952.9
2284,27965.2
2285,27977.6
2286,27990.1
2287,28002.3
2288,28014.7
2289,28027.3
2290,28040.2
2291,28053.1
2292,28066.1
2293,28079.0
2294,28092.1
2295,28105.1
2296,28117.9
2297,28130.6
2298,28143.3
2299,28156.0
2300,28168.8
2301,28180.6
2302,28192.2
2303,28204.0
2304,28215.8
2305,28227.8
2306,28239.5
2307,28251.0
2308,28262.5
2309,28273.9
2310,28285.5
2311,28297.2
2312,28309.5
2313,28321.7
2314,28333.8
2315,28345.9
2316,28357.7
2317,28369.0
2318,28379.8
2319,28390.7
2320,28401.8
2321,28413.2
2322,28424.7
2323,28436.4
2324,28447.8
2325,28459.2
2326,28470.8
2327,28482.6
2328,28494.7
2329,28506.8
2330,28519.0
2331,28531.0
2332,28542.9
2333,28554.4
2334,28566.2
2335,28577.9
2336,28590.5
2337,28603.1
2338,28615.7
2339,28628.2
2340,28640.7
2341,28653.2
2342,28665.5
2343,28677.7
2344,28689.9
2345,28702.1
2346,28714.5
2347,28726.9
2348,28739.6
2349,28752.4
2350,28765.0
2351,28777.5
2352,28789.9
2353,28802.3
2354,28814.6
2355,28826.7
2356,28838.7
2357,28850.3
2358,28861.3
2359,28871.8
2360,28881.8
2361,28891.6
2362,28901.5
2363,28912.1
2364,28923.0
2365,28934.3
2366,28945.9
2367,28957.6
2368,28969.6
2369,28981.8
2370,28994.2
2371,29006.6
2372,29019.3
2373,29032.1
2374,29044.7
2375,29057.0
2376,29068.8
2377,29080.5
2378,29092.1
2379,29103.9
2380,29116.3
2381,29129.0
2382,29142.0
2383,29155.0
2384,29168.2
2385,29181.2
2386,29194.1
2387,29206.8
2388,29219.2
2389,29231.5
2390,29243.8
2391,29256.0
2392,29267.9
2393,29279.8
2394,29291.7
2395,29303.9
2396,29315.9
2397,29328.0
2398,29339.7
2399,29351.0
2400,29362.0
2401,29372.7
2402,29383.4
2403,29394.0
2404,29404.3
2405,29414.6
2406,29424.4
2407,29434.2
2408,29443.9
2409,29454.2
2410,29464.3
2411,29474.6
2412,29485.2
2413,29495.6
2414,29505.5
2415,29515.8
2416,29526.6
2417,29537.3
2418,29548.0
2419,29559.5
2420,29571.5
2421,29583.9
2422,29596.9
2423,29610.5
2424,29623.9
2425,29637.4
2426,29650.5
2427,29663.3
2428,29676.0
2429,29689.0
2430,29702.3
2431,29716.2
2432,29730.4
2433,29744.7
2434,29759.1
2435,29773.5
2436,29787.4
2437,29800.9
2438,29814.0
2439,29827.2
2440,29840.5
2441,29853.8
2442,29867.4
2443,29880.9
2444,29894.4
2445,29907.7
2446,29920.6
2447,29932.8
2448,29944.8
2449,29957.2
2450,29969.9
2451,29982.5
2452,29995.8
2453,30009.6
2454,30023.7
2455,30037.8
2456,30052.2
2457,30066.2
2458,30079.9
2459,30093.3
2460,30107.0
2461,30120.7
2462,30134.3
2463,30147.9
2464,30161.4
2465,30174.5
2466,30187.7
2467,30201.0
2468,30214.1
2469,30227.2
2470,30240.1
2471,30252.9
2472,30265.6
2473,30278.3
2474,30291.2
2475,30304.3
2476,30317.7
2477,30330.9
2478,30344.1
2479,30357.3
2480,30370.5
2481,30383.9
2482,30397.3
2483,30410.2
2484,30422.7
2485,30434.7
2486,30447.0
2487,30459.0
2488,30470.8
2489,30482.4
2490,30493.5
2491,30503.8
2492,30513.4
2493,30522.0
2494,30529.8
2495,30537.6
2496,30544.9
2497,30553.0
2498,30560.8
2499,30570.3
2500,30580.5
2501,30591.4
2502,30602.8
2503,30614.8
2504,30627.1
2505,30639.5
2506,30652.0
2507,30664.5
2508,30676.7
2509,30688.9
2510,30701.0
2511,30712.9
2512,30725.0
2513,30737.3
2514,30749.8
2515,30762.5
2516,30775.7
2517,30789.0
2518,30801.8
2519,30814.5
2520,30827.3
2521,30839.8
2522,30852.0
2523,30864.1
2524,30876.5
2525,30889.0
2526,30901.5
2527,30914.1
2528,30926.3
2529,30938.6
2530,30950.9
2531,30963.1
2532,30975.4
2533,30987.4
2534,30999.2
2535,31011.0
2536,31022.9
2537,31034.9
2538,31047.2
2539,31059.7
2540,31072.2
2541,31084.9
2542,31097.3
2543,31109.5
2544,31121.5
2545,31133.8
2546,31146.3
2547,31158.9
2548,31171.8
2549,31184.8
2550,31197.8
2551,31210.7
2552,31223.5
2553,31236.4
2554,31249.7
2555,31262.9
2556,31275.6
2557,31288.3
2558,31300.6
2559,31312.4
2560,31324.7
2561,31337.2
2562,31349.5
2563,31361.4
2564,31372.9
2565,31384.0
2566,31395.3
2567,31406.9
2568,31419.0
2569,31431.4
2570,31444.0
2571,31456.5
2572,31468.8
2573,31480.8
2574,31492.4
2575,31503.2
2576,31513.2
2577,31522.6
2578,31531.1
2579,31538.8
2580,31546.2
2581,31553.7
2582,31561.6
2583,31570.2
2584,31580.4
2585,31590.8
2586,31602.0
2587,31613.9
2588,31626.2
2589,31638.9
2590,31652.0
2591,31665.4
2592,31678.7
2593,31692.0
2594,31705.2
2595,31718.1
2596,31730.8
2597,31743.8
2598,31757.0
2599,31770.1
2600,31783.0
2601,31796.2
2602,31809.4
2603,31823.1
2604,31836.7
2605,31850.4
2606,31864.0
2607,31877.5
2608,31891.1
2609,31904.7
2610,31918.7
2611,31932.1
2612,31945.2
2613,31958.2
2614,31971.0
2615,31984.1
2616,31997.2
2617,32010.5
2618,32024.0
2619,32038.0
2620,32051.6
2621,32065.1
2622,32078.5
2623,32091.8
2624,32104.9
2625,32117.5
2626,32129.8
2627,32142.2
2628,32154.6
2629,32167.2
2630,32179.9
2631,32193.0
2632,32206.0
2633,32219.1
2634,32232.1
2635,32245.0
2636,32257.6
2637,32270.1
2638,32282.7
2639,32295.3
2640,32308.0
2641,32321.0
2642,32334.0
2643,32347.3
2644,32360.4
2645,32373.3
2646,32385.9
2647,32398.2
2648,32410.4
2649,32422.7
2650,32434.9
2651,32447.0
2652,32459.4
2653,32471.7
2654,32483.8
2655,32495.8
2656,32507.9
2657,32519.9
2658,32531.9
2659,32543.8
2660,32555.1
2661,32566.3
2662,32577.6
2663,32589.1
2664,32600.6
2665,32612.0
2666,32623.3
2667,32634.9
2668,32647.0
2669,32659.5
2670,32671.8
2671,32683.8
2672,32695.5
2673,32706.9
2674,32718.1
2675,32729.3
2676,32740.5
2677,32751.9
2678,32763.5
2679,32775.2
2680,32787.3
2681,32799.7
2682,32812.2
2683,32824.6
2684,32836.9
2685,32849.4
2686,32861.8
2687,32874.0
2688,32886.7
2689,32898.9
2690,32910.9
2691,32922.6
2692,32934.2
2693,32945.9
2694,32957.5
2695,32969.3
2696,32981.2
2697,32993.1
2698,33005.0
2699,33016.9
2700,33028.7
2701,33040.8
2702,33053.1
2703,33065.2
2704,33077.2
2705,33089.0
2706,33100.7
2707,33112.0
2708,33122.9
2709,33133.7
2710,33144.5
2711,33155.4
2712,33166.4
2713,33177.6
2714,33188.8
2715,33199.9
2716,33211.4
2717,33222.9
2718,33234.6
2719,33246.3
2720,33257.9
2721,33269.3
2722,33280.5
2723,33291.8
2724,33303.3
2725,33315.0
2726,33326.9
2727,33339.0
2728,33351.0
2729,33363.2
2730,33375.8
2731,33388.7
2732,33401.8
2733,33414.8
2734,33427.7
2735,33440.4
2736,33452.8
2737,33464.9
2738,33477.1
2739,33488.9
2740,33500.6
2741,33512.2
2742,33523.7
2743,33535.0
2744,33546.4
2745,33557.7
2746,33568.8
2747,33579.9
2748,33590.5
2749,33600.8
2750,33610.8
2751,33620.6
2752,33630.0
2753,33639.5
2754,33649.5
2755,33660.3
2756,33671.7
2757,33683.2
2758,33695.2
2759,33707.2
2760,33719.4
2761,33731.6
2762,33743.5
2763,33755.3
2764,33766.8
2765,33778.2
2766,33789.6
2767,33801.2
2768,33812.6
2769,33823.9
2770,33834.9
2771,33845.5
2772,33856.5
2773,33867.9
2774,33879.6
2775,33891.6
2776,33904.0
2777,33916.2
2778,33928.6
2779,33940.8
2780,33952.8
2781,33964.5
2782,33976.0
2783,33987.5
2784,33998.8
2785,34010.2
2786,34021.3
2787,34032.8
2788,34044.4
2789,34055.9
2790,34067.4
2791,34079.0
2792,34090.8
2793,34102.4
2794,34114.0
2795,34125.4
2796,34136.7
2797,34147.8
2798,34158.5
2799,34169.0
2800,34179.3
2801,34189.5
2802,34199.6
2803,34209.9
2804,34220.2
2805,34230.5
2806,34240.4
2807,34249.9
2808,34259.5
2809,34269.2
2810,34278.9
2811,34289.3
2812,34300.1
2813,34311.1
2814,34322.4
2815,34334.3
2816,34346.3
2817,34358.8
2818,34371.2
2819,34383.7
2820,34396.4
2821,34409.2
2822,34422.3
2823,34435.7
2824,34449.4
2825,34463.3
2826,34477.2
2827,34491.2
2828,34505.3
2829,34519.3
2830,34533.0
2831,34546.5
2832,34560.0
2833,34573.3
2834,34586.6
2835,34599.9
2836,34613.4
2837,34627.4
2838,34641.3
2839,34655.3
2840,34669.6
2841,34683.8
2842,34697.6
2843,34711.6
2844,34724.9
2845,34738.4
2846,34751.9
2847,34765.0
2848,34778.3
2849,34791.0
2850,34803.2
2851,34815.3
2852,34827.4
2853,34840.1
2854,34852.6
2855,34865.0
2856,34877.9
2857,34890.9
2858,34904.3
2859,34917.7
2860,34930.9
2861,34944.2
2862,34957.7
2863,34971.2
2864,34984.4
2865,34997.4
2866,35010.1
2867,35023.2
2868,35036.5
2869,35050.0
2870,35063.8
2871,35077.5
2872,35091.4
2873,35105.1
2874,35118.9
2875,35132.3
2876,35145.9
2877,35159.3
2878,35172.3
2879,35185.0
2880,35197.2
2881,35208.9
2882,35220.2
2883,35231.2
2884,35241.8
2885,35251.4
2886,35260.3
2887,35268.4
2888,35275.7
2889,35282.7
2890,35289.3
2891,35296.5
2892,35304.3
2893,35313.4
2894,35323.3
2895,35334.3
2896,35345.8
2897,35357.6
2898,35369.8
2899,35382.0
2900,35394.2
2901,35406.3
2902,35418.1
2903,35429.9
2904,35441.7
2905,35453.3
2906,35464.9
2907,35477.1
2908,35490.0
2909,35502.9
2910,35515.9
2911,35529.0
2912,35542.4
2913,35555.9
2914,35569.7
2915,35583.4
2916,35596.9
2917,35610.2
2918,35623.7
2919,35637.1
2920,35650.7
2921,35664.3
2922,35677.8
2923,35691.0
2924,35704.0
2925,35717.0
2926,35729.7
2927,35742.5
2928,35755.4
2929,35768.1
2930,35780.8
2931,35793.3
2932,35805.9
2933,35818.3
2934,35831.1
2935,35843.5
2936,35855.8
2937,35867.7
2938,35879.9
2939,35892.2
2940,35904.6
2941,35917.1
2942,35929.6
2943,35942.1
2944,35954.7
2945,35967.4
2946,35980.1
2947,35992.5
2948,36004.8
2949,36016.8
2950,36029.1
2951,36041.0
2952,36052.8
2953,36064.1
2954,36075.6
2955,36086.9
2956,36097.9
2957,36109.2
2958,36120.3
2959,36131.9
2960,36144.2
2961,36156.2
2962,36168.5
2963,36180.3
2964,36192.2
2965,36204.3
2966,36216.0
2967,36227.5
2968,36238.2
2969,36248.3
2970,36257.6
2971,36266.1
2972,36273.5
2973,36280.1
2974,36286.6
2975,36293.3
2976,36301.0
2977,36309.7
2978,36319.1
2979,36329.3
2980,36340.6
2981,36352.4
2982,36364.9
2983,36377.8
2984,36390.6
2985,36403.7
2986,36416.4
2987,36429.4
2988,36442.3
2989,36455.5
2990,36468.7
2991,36482.1
2992,36495.6
2993,36508.8
2994,36521.9
2995,36535.1
2996,36548.2
2997,36561.2
2998,36573.9
2999,36586.3
3000,36598.9
3001,36611.3
3002,36623.8
3003,36636.4
3004,36649.4
3005,36662.2
3006,36674.7
3007,36687.0
3008,36699.1
3009,36711.7
3010,36724.8
3011,36737.9
3012,36751.6
3013,36765.1
3014,36778.7
3015,36792.2
3016,36805.8
3017,36819.6
3018,36833.1
3019,36846.3
3020,36859.1
3021,36871.7
3022,36884.0
3023,36896.3
3024,36908.6
3025,36921.0
3026,36933.6
3027,36946.0
3028,36958.3
3029,36970.7
3030,36983.1
3031,36995.2
3032,37007.5
3033,37020.0
3034,37032.5
3035,37045.2
3036,37058.0
3037,37070.8
3038,37083.6
3039,37096.3
3040,37109.0
3041,37121.6
3042,37134.2
3043,37146.7
3044,37159.1
3045,37171.4
3046,37183.7
3047,37196.0
3048,37208.2
3049,37220.3
3050,37232.3
3051,37244.1
3052,37255.8
3053,37267.3
3054,37278.8
3055,37289.5
3056,37300.1
3057,37311.0
3058,37322.4
3059,37334.1
3060,37345.8
3061,37357.3
3062,37369.0
3063,37381.2
3064,37393.4
3065,37405.4
3066,37417.5
3067,37429.6
3068,37441.6
3069,37453.6
3070,37465.7
3071,37477.8
3072,37489.7
3073,37502.1
3074,37514.8
3075,37527.8
3076,37540.8
3077,37553.6
3078,37566.2
3079,37578.7
3080,37590.9
3081,37603.1
3082,37615.0
3083,37627.0
3084,37639.1
3085,37651.1
3086,37662.6
3087,37674.0
3088,37685.3
3089,37696.4
3090,37707.7
3091,37718.8
3092,37730.2
3093,37741.2
3094,37751.9
3095,37762.5
3096,37773.1
3097,37784.0
3098,37794.9
3099,37805.9
3100,37816.8
3101,37827.8
3102,37838.5
3103,37848.6
3104,37858.6
3105,37868.7
3106,37879.0
3107,37889.5
3108,37900.0
3109,37910.4
3110,37920.9
3111,37931.4
3112,37941.7
3113,37952.1
3114,37962.7
3115,37973.6
3116,37984.3
3117,37995.1
3118,38006.0
3119,38016.8
3120,38027.6
3121,38038.7
3122,38049.8
3123,38061.0
3124,38072.1
3125,38083.2
3126,38094.6
3127,38106.1
3128,38118.0
3129,38129.9
3130,38142.2
3131,38154.7
3132,38167.1
3133,38179.5
3134,38191.6
3135,38203.6
3136,38215.3
3137,38226.9
3138,38238.4
3139,38249.9
3140,38261.4
3141,38273.2
3142,38285.1
3143,38297.1
3144,38308.9
3145,38320.8
3146,38332.2
3147,38343.7
3148,38354.8
3149,38365.6
3150,38376.1
3151,38386.7
3152,38397.9
3153,38409.4
3154,38421.4
3155,38433.6
3156,38446.0
3157,38458.5
3158,38471.3
3159,38484.3
3160,38497.5
3161,38510.8
3162,38524.0
3163,38537.2
3164,38550.3
3165,38563.4
3166,38576.2
3167,38589.5
3168,38602.7
3169,38616.0
3170,38629.3
3171,38642.7
3172,38656.1
3173,38669.3
3174,38682.4
3175,38695.5
3176,38708.5
3177,38721.3
3178,38733.9
3179,38746.2
3180,38758.2
3181,38770.3
3182,38782.4
3183,38794.4
3184,38806.2
3185,38817.6
3186,38828.7
3187,38839.6
3188,38850.2
3189,38860.8
3190,38871.4
3191,38881.8
3192,38891.8
3193,38901.5
3194,38911.0
3195,38920.4
3196,38929.9
3197,38938.7
3198,38947.5
3199,38956.5
3200,38965.6
3201,38974.6
3202,38983.6
3203,38993.1
3204,39002.9
3205,39012.9
3206,39022.9
3207,39033.4
3208,39043.9
3209,39054.6
3210,39065.8
3211,39077.7
3212,39090.2
3213,39103.0
3214,39116.0
3215,39128.6
3216,39141.3
3217,39154.3
3218,39167.3
3219,39180.7
3220,39194.0
3221,39207.6
3222,39221.9
3223,39236.4
3224,39250.7
3225,39264.6
3226,39278.6
3227,39292.8
3228,39306.8
3229,39321.0
3230,39335.4
3231,39349.7
3232,39364.1
3233,39378.3
3234,39392.4
3235,39406.4
3236,39420.4
3237,39434.0
3238,39447.6
3239,39461.1
3240,39474.8
3241,39488.6
3242,39502.3
3243,39516.0
3244,39529.5
3245,39542.8
3246,39556.0
3247,39569.2
3248,39582.0
3249,39594.8
3250,39607.8
3251,39620.5
3252,39633.1
3253,39645.7
3254,39658.8
3255,39671.8
3256,39685.3
3257,39698.5
3258,39711.7
3259,39724.7
3260,39737.5
3261,39750.7
3262,39764.1
3263,39777.5
3264,39791.5
3265,39805.6
3266,39820.0
3267,39834.0
3268,39848.1
3269,39861.8
3270,39875.2
3271,39888.4
3272,39901.2
3273,39913.5
3274,39925.7
3275,39937.5
3276,39949.5
3277,39961.3
3278,39972.6
3279,39983.1
3280,39992.9
3281,40001.7
3282,40009.9
3283,40018.2
3284,40026.5
3285,40035.7
3286,40045.5
3287,40056.3
3288,40067.4
3289,40078.9
3290,40091.0
3291,40103.2
3292,40115.6
3293,40127.9
3294,40140.2
3295,40152.3
3296,40164.5
3297,40176.5
3298,40188.7
3299,40201.3
3300,40214.3
3301,40227.5
3302,40240.5
3303,40253.3
3304,40266.4
3305,40279.7
3306,40293.0
3307,40306.7
3308,40320.0
3309,40333.5
3310,40347.2
3311,40361.3
3312,40375.5
3313,40389.5
3314,40403.3
3315,40416.6
3316,40429.7
3317,40442.7
3318,40455.4
3319,40468.2
3320,40481.0
3321,40493.5
3322,40506.1
3323,40518.9
3324,40531.8
3325,40544.5
3326,40557.2
3327,40570.0
3328,40582.8
3329,40596.0
3330,40609.1
3331,40622.3
3332,40635.5
3333,40648.5
3334,40661.5
3335,40674.2
3336,40686.9
3337,40699.5
3338,40712.4
3339,40725.2
3340,40738.0
3341,40750.5
3342,40762.8
3343,40774.9
3344,40786.9
3345,40798.9
3346,40811.6
3347,40824.2
3348,40836.6
3349,40849.0
3350,40861.0
3351,40873.3
3352,40884.9
3353,40897.2
3354,40909.6
3355,40921.9
3356,40934.2
3357,40946.8
3358,40958.9
3359,40970.2
3360,40980.8
3361,40990.6
3362,40999.6
3363,41007.4
3364,41014.3
3365,41021.3
3366,41028.0
3367,41035.0
3368,41043.8
3369,41053.3
3370,41063.4
3371,41074.3
3372,41086.0
3373,41098.1
3374,41111.4
3375,41124.3
3376,41137.4
3377,41150.2
3378,41163.2
3379,41176.4
3380,41189.5
3381,41202.6
3382,41216.2
3383,41229.3
3384,41242.3
3385,41255.3
3386,41268.5
3387,41281.7
3388,41294.7
3389,41307.6
3390,41320.5
3391,41333.6
3392,41346.6
3393,41359.8
3394,41372.8
3395,41385.9
3396,41398.9
3397,41411.3
3398,41423.2
3399,41435.5
3400,41448.2
3401,41460.7
3402,41473.6
3403,41487.0
3404,41500.5
3405,41514.1
3406,41527.2
3407,41540.3
3408,41553.3
3409,41565.9
3410,41578.4
3411,41590.9
3412,41602.9
3413,41614.7
3414,41626.4
3415,41638.3
3416,41650.3
3417,41662.3
3418,41674.5
3419,41686.7
3420,41699.1
3421,41711.5
3422,41723.9
3423,41736.5
3424,41749.2
3425,41762.0
3426,41775.0
3427,41788.1
3428,41801.0
3429,41813.9
3430,41826.7
3431,41839.4
3432,41852.0
3433,41864.7
3434,41877.5
3435,41890.1
3436,41902.7
3437,41915.3
3438,41927.9
3439,41940.3
3440,41952.6
3441,41965.1
3442,41977.8
3443,41990.6
3444,42003.1
3445,42015.7
3446,42028.1
3447,42040.1
3448,42052.3
3449,42064.5
3450,42076.5
3451,42088.5
3452,42099.8
3453,42111.7
3454,42123.5
3455,42135.4
3456,42146.8
3457,42158.6
3458,42170.0
3459,42181.6
3460,42193.4
3461,42205.1
3462,42216.8
3463,42228.5
3464,42240.4
3465,42252.4
3466,42264.4
3467,42276.2
3468,42287.9
3469,42299.7
3470,42311.6
3471,42323.5
3472,42335.5
3473,42347.6
3474,42359.9
3475,42372.0
3476,42384.0
3477,42395.7
3478,42407.2
3479,42418.7
3480,42430.0
3481,42440.7
3482,42451.1
3483,42461.5
3484,42471.8
3485,42481.9
3486,42491.8
3487,42501.3
3488,42510.9
3489,42520.7
3490,42530.5
3491,42540.3
3492,42549.9
3493,42559.4
3494,42568.9
3495,42578.4
3496,42588.0
3497,42597.7
3498,42607.5
3499,42617.8
3500,42628.7
3501,42639.7
3502,42651.0
3503,42662.2
3504,42673.4
3505,42684.5
3506,42695.7
3507,42706.7
3508,42717.9
3509,42729.0
3510,42740.2
3511,42751.1
3512,42761.9
3513,42772.9
3514,42783.9
3515,42795.4
3516,42806.7
3517,42817.8
3518,42829.2
3519,42840.5
3520,42852.2
3521,42863.6
3522,42875.2
3523,42886.9
3524,42898.5
3525,42910.3
3526,42921.9
3527,42933.5
3528,42944.9
3529,42956.4
3530,42967.8
3531,42979.3
3532,42990.9
3533,43002.4
3534,43014.1
3535,43025.7
3536,43037.2
3537,43048.8
3538,43060.2
3539,43071.5
3540,43082.8
3541,43093.9
3542,43105.0
3543,43116.3
3544,43127.4
3545,43138.6
3546,43149.8
3547,43160.9
3548,43171.9
3549,43182.9
3550,43193.8
3551,43204.9
3552,43215.9
3553,43227.1
3554,43238.6
3555,43250.3
3556,43262.2
3557,43274.4
3558,43287.0
3559,43299.7
3560,43312.1
3561,43324.7
3562,43337.7
3563,43351.4
3564,43365.0
3565,43378.9
3566,43392.9
3567,43406.6
3568,43420.3
3569,43433.9
3570,43447.1
3571,43460.0
3572,43472.3
3573,43484.4
3574,43496.4
3575,43507.9
3576,43519.4
3577,43530.6
3578,43541.7
3579,43552.7
3580,43563.3
3581,43573.3
3582,43583.6
3583,43594.2
3584,43604.8
3585,43615.1
3586,43625.6
3587,43635.9
3588,43646.2
3589,43656.7
3590,43667.3
3591,43677.9
3592,43688.6
3593,43699.6
3594,43710.6
3595,43721.5
3596,43732.3
3597,43743.1
3598,43754.1
3599,43765.9
3600,43777.4
3601,43789.3
3602,43801.9
3603,43815.1
3604,43828.8
3605,43842.6
3606,43856.6
3607,43870.7
3608,43884.8
3609,43898.9
3610,43913.0
3611,43927.0
3612,43941.3
3613,43955.8
3614,43970.5
3615,43985.2
3616,43999.6
3617,44013.8
3618,44027.9
3619,44041.8
3620,44055.5
3621,44068.9
3622,44082.3
3623,44095.7
3624,44109.0
3625,44122.0
3626,44134.8
3627,44147.5
3628,44159.5
3629,44171.4
3630,44183.0
3631,44194.6
3632,44205.9
